time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/clip_range,train/entropy_loss,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,eval/mean_reward,eval/mean_ep_length
280,1000,280576,137,1565.97,966.265869140625,-0.21836662,0.2,-1.3620821233838796,0.00025,-0.004449055169243365,71.34760892987251,0.008029512,18.20381736755371,0.016015625,1360,,
281,1002,282624,138,1588.59,1000.9051513671875,0.61810136,0.2,-1.3437188930809498,0.00025,-0.0008430321060586721,380.7649901390076,0.0007407156,113.73860168457031,0.0,1370,,
283,1003,284672,139,1572.96,996.7178955078125,0.7472846,0.2,-1.3503558721393347,0.00025,-0.004642825039627496,248.26599137783052,0.0063116373,61.046966552734375,0.001171875,1380,,
285,1005,286720,140,1546.95,1024.7158203125,0.73638403,0.2,-1.354682020097971,0.00025,-0.0020453872544749173,453.52028558254244,0.001809384,89.92572784423828,0.0,1390,,
286,1006,288768,141,1546.95,1024.7158203125,0.8495516,0.2,-1.340552143752575,0.00025,-0.0019010733674804214,421.0032109260559,0.0028030355,126.4091567993164,0.001611328125,1400,,
288,1008,290816,142,1549.15,1032.3115234375,-0.060201764,0.2,-1.3699620742350818,0.00025,-0.005293666779471096,73.75190159976482,0.01228188,13.5369291305542,0.047265625,1410,,
290,1009,292864,143,1552.58,1049.6409912109375,0.65645456,0.2,-1.3354095552116632,0.00025,-0.004275422428327147,447.84153351783755,0.008601609,79.18799591064453,0.040966796875,1420,,
291,1011,294912,144,1565.19,1069.1463623046875,0.59000134,0.2,-1.3344377484172583,0.00025,-0.0017483722360339016,576.8156952381134,0.0058241873,167.03562927246094,0.007470703125,1430,,
293,1012,296960,145,1572.53,1074.469970703125,0.7267643,0.2,-1.3335628565400839,0.00025,-0.002254976020049071,255.9014763355255,0.0030197483,79.48633575439453,0.0,1440,,
294,1014,299008,146,1601.85,1091.1109619140625,0.48132426,0.2,-1.351552465930581,0.00025,-0.0054544239974347875,358.90833072662355,0.011418022,52.428314208984375,0.01748046875,1450,,
,,300000,,,,0.8162582,0.2,-1.355713951587677,0.00025,-0.013479567068861798,403.1836989402771,0.0111267045,159.40773010253906,0.129345703125,1460,551.2982788085938,1420.3
299,1005,301056,147,1601.85,1091.1109619140625,,,,,,,,,,,,
301,1006,303104,148,1630.55,1107.084716796875,0.728692,0.2,-1.3486554246395825,0.00025,-0.004310567858192371,297.05051238536834,0.006129979,96.77481842041016,0.017822265625,1470,,
302,1008,305152,149,1658.99,1133.06787109375,0.61122733,0.2,-1.3649517949670553,0.00025,-0.00415967226435896,186.00866479873656,0.0065570036,20.500598907470703,0.01005859375,1480,,
304,1009,307200,150,1650.5,1133.6981201171875,0.46542752,0.2,-1.3592524610459804,0.00025,-0.0021282976536895148,338.37860016822816,0.0025507647,83.68867492675781,0.0,1490,,
305,1010,309248,151,1650.5,1177.5283203125,0.66050637,0.2,-1.355519874021411,0.00025,-0.004184146652551135,323.70936925411223,0.006105544,136.6055450439453,0.009814453125,1500,,
307,1012,311296,152,1626.76,1199.726806640625,0.7647025,0.2,-1.3390689972788095,0.00025,-0.0031329952136729842,221.8173898935318,0.004446164,39.08110046386719,0.004150390625,1510,,
309,1013,313344,153,1605.83,1205.00537109375,0.7660035,0.2,-1.3549258254468441,0.00025,-0.0037386292344308457,645.0257243633271,0.0059555173,271.5496520996094,0.000537109375,1520,,
310,1014,315392,154,1617.12,1188.4158935546875,0.3473094,0.2,-1.354344117641449,0.00025,-0.00417145583560341,130.175973880291,0.009006049,17.109670639038086,0.012451171875,1530,,
312,1016,317440,155,1629.92,1202.1129150390625,0.61429083,0.2,-1.3427867759019136,0.00025,-0.0018606664325488964,487.7999707698822,0.00195799,99.10142517089844,0.000439453125,1540,,
314,1017,319488,156,1601.74,1206.9560546875,0.7032291,0.2,-1.3562352854758501,0.00025,-0.003192754161864286,347.5377209663391,0.0073056715,105.57057189941406,0.005908203125,1550,,
315,1018,321536,157,1593.46,1208.1090087890625,0.64827365,0.2,-1.3478980120271444,0.00025,-0.0037371836064266973,699.1184439182282,0.006494035,124.47649383544922,0.00615234375,1560,,
317,1019,323584,158,1598.24,1172.67236328125,0.48887837,0.2,-1.3499861743301154,0.00025,-0.004273551579535706,208.27389384508132,0.008698735,57.94550323486328,0.00693359375,1570,,
,,325000,,,,0.73184353,0.2,-1.3344872765243054,0.00025,-0.0015589737726259046,289.71849743127825,0.0035202205,34.49135208129883,0.00234375,1580,723.9527587890625,1466.2
322,1011,325632,159,1592.48,1175.8743896484375,,,,,,,,,,,,
323,1012,327680,160,1618.76,1222.4588623046875,0.74945617,0.2,-1.3317165952175856,0.00025,-0.001084430670744041,467.4000155925751,0.0008265596,135.5103759765625,0.0,1590,,
325,1013,329728,161,1609.9,1233.2525634765625,0.51126033,0.2,-1.3259264431893825,0.00025,-0.0015993315158993938,388.95005803108216,0.0016234812,80.26521301269531,0.0,1600,,
326,1014,331776,162,1609.9,1233.2525634765625,0.479814,0.2,-1.3473598286509514,0.00025,-0.001433654716674937,1057.5396128177642,0.0035922257,277.2018127441406,9.765625e-05,1610,,
328,1016,333824,163,1597.33,1193.764404296875,0.57344943,0.2,-1.354588558524847,0.00025,-0.00281435042998055,242.07240731716155,0.0046647117,73.9632568359375,0.01171875,1620,,
330,1017,335872,164,1581.31,1192.2457275390625,0.7211442,0.2,-1.3454868037253618,0.00025,-0.0008593745966209099,500.79344449043276,0.00150796,111.24234771728516,0.0,1630,,
331,1018,337920,165,1573.45,1211.1929931640625,0.7301161,0.2,-1.3487217009067536,0.00025,-0.002457717477227561,573.7196818351746,0.0035153874,116.068115234375,0.000537109375,1640,,
333,1019,339968,166,1574.08,1225.286376953125,0.7502422,0.2,-1.3538340263068676,0.00025,-0.001771269110031426,427.90477480888364,0.001827633,92.470947265625,0.0,1650,,
335,1020,342016,167,1503.77,1235.936767578125,0.6378499,0.2,-1.3463623847812414,0.00025,-0.0017317165576969274,693.0057015419006,0.0016631972,164.20565795898438,0.0,1660,,
336,1021,344064,168,1496.91,1258.2177734375,0.6928718,0.2,-1.3567333854734898,0.00025,-0.00047082246601348743,978.3813640594483,0.0003310829,294.1182861328125,0.0,1670,,
338,1023,346112,169,1501.0,1269.5784912109375,0.784557,0.2,-1.3482333660125732,0.00025,-0.0007450480610714294,621.02676653862,0.00077754486,126.25407409667969,0.0,1680,,
339,1024,348160,170,1517.06,1291.465576171875,0.7445581,0.2,-1.3458342492580413,0.00025,-0.0018083286006003619,563.6842911243439,0.003008793,171.8251953125,0.0,1690,,
,,350000,,,,0.3197193,0.2,-1.3486209698021412,0.00025,-0.0010173302434850484,569.7611092090607,0.00038125663,120.81416320800781,0.0,1700,363.17266845703125,2353.4
346,1010,350208,171,1528.83,1290.89697265625,,,,,,,,,,,,
348,1011,352256,172,1533.2,1293.5238037109375,0.6363362,0.2,-1.3454959146678447,0.00025,-0.0019662212929688395,479.69600150585177,0.0027732672,82.317626953125,0.001953125,1710,,
349,1012,354304,173,1533.2,1304.8775634765625,0.41059834,0.2,-1.3548494577407837,0.00025,-0.0005426547286333516,796.9499979019165,0.00047168587,103.04289245605469,0.0,1720,,
351,1013,356352,174,1521.79,1307.448974609375,0.7068658,0.2,-1.3548533093184232,0.00025,-0.0017974446789594367,249.1093566417694,0.004041853,69.88848876953125,0.0,1730,,
353,1015,358400,175,1476.55,1276.0177001953125,0.6432127,0.2,-1.3477494329214097,0.00025,-0.0013295149634359404,421.3936401367188,0.0016924542,80.65275573730469,0.0,1740,,
354,1016,360448,176,1450.92,1278.2537841796875,0.66297936,0.2,-1.3519453931599856,0.00025,-0.0015590195936965757,863.4499287605286,0.0021700289,140.6097412109375,4.8828125e-05,1750,,
356,1017,362496,177,1447.29,1256.35498046875,0.5283928,0.2,-1.353269136697054,0.00025,-0.0007256230019265786,631.1568228006363,0.00082372327,101.884521484375,0.0,1760,,
357,1018,364544,178,1439.03,1250.9683837890625,0.78187627,0.2,-1.3581565085798502,0.00025,-0.003418819858052302,255.51052091121673,0.0043719215,100.43770599365234,0.0263671875,1770,,
359,1019,366592,179,1409.26,1228.081787109375,0.85683805,0.2,-1.3589855726808309,0.00025,-0.002920954365254147,556.5495045661926,0.0035907635,159.83926391601562,0.014501953125,1780,,
361,1020,368640,180,1380.7,1199.7816162109375,0.7128037,0.2,-1.3571219190955162,0.00025,-0.003383526770630851,581.4932478904724,0.004909915,140.58677673339844,0.00224609375,1790,,
362,1021,370688,181,1380.7,1199.7816162109375,0.6372143,0.2,-1.3437085933983326,0.00025,-0.0027328884025337175,678.834979391098,0.0029126161,125.50961303710938,0.001318359375,1800,,
364,1022,372736,182,1405.6,1194.0213623046875,-0.067937136,0.2,-1.3216581270098686,0.00025,-0.0018672068938030862,182.4844279050827,0.0029389018,62.29972457885742,0.01865234375,1810,,
366,1023,374784,183,1405.6,1194.0213623046875,0.484235,0.2,-1.3501225166022777,0.00025,-0.0013643120488268322,250.3036883711815,0.0021839023,37.939292907714844,0.00029296875,1820,,
,,375000,,,,0.21932745,0.2,-1.3625897984951734,0.00025,-0.00986783782573184,49.79095506370068,0.009719574,11.141809463500977,0.0927734375,1830,1274.0673828125,1330.7
370,1016,376832,184,1405.34,1191.45458984375,,,,,,,,,,,,
372,1017,378880,185,1393.0,1196.9957275390625,0.59828657,0.2,-1.3575713504105806,0.00025,-0.0015263953609974124,549.1280206680298,0.001644958,184.1670379638672,0.0,1840,,
373,1019,380928,186,1375.85,1196.8594970703125,0.528132,0.2,-1.3636504366993905,0.00025,-0.0014482574581052177,334.94492263793944,0.002832235,65.99761962890625,0.0,1850,,
375,1020,382976,187,1373.53,1187.8831787109375,0.6863471,0.2,-1.3560728717595338,0.00025,-0.003992162147187628,412.55758261680603,0.006275548,95.25821685791016,0.020654296875,1860,,
377,1021,385024,188,1388.4,1174.864990234375,0.7759828,0.2,-1.3519710879772902,0.00025,-0.000873261435481254,403.47801847457885,0.00047655436,88.93561553955078,0.0,1870,,
378,1022,387072,189,1388.4,1174.864990234375,0.10664815,0.2,-1.358911196514964,0.00025,-0.0024769553128862754,87.26596578359604,0.0062995967,19.90461540222168,0.0111328125,1880,,
380,1023,389120,190,1391.73,1183.1295166015625,-0.10790861,0.2,-1.368235271424055,0.00025,-0.003695282240369124,53.32390218675137,0.0083178375,10.281839370727539,0.02421875,1890,,
381,1024,391168,191,1391.73,1183.1295166015625,0.6110985,0.2,-1.3493500612676144,0.00025,-0.003685263364968705,395.9585546731949,0.0059975674,120.80941772460938,0.00751953125,1900,,
383,1025,393216,192,1412.93,1181.8436279296875,-0.10509527,0.2,-1.364480969682336,0.00025,-0.0010170230525545776,211.19730180501938,0.004730957,16.862112045288086,0.0,1910,,
385,1026,395264,193,1431.9,1203.05908203125,0.6824567,0.2,-1.3475318543612957,0.00025,-0.0031841407108004205,338.8092780828476,0.0032067788,58.858734130859375,0.0005859375,1920,,
386,1027,397312,194,1431.9,1203.05908203125,0.5183079,0.2,-1.3455159857869148,0.00025,-0.004969008350599324,218.47170929908754,0.009788178,88.1008529663086,0.015966796875,1930,,
388,1028,399360,195,1431.9,1183.149169921875,0.25548565,0.2,-1.343759609758854,0.00025,-0.005965563691279385,89.42215014696122,0.007329283,25.49121856689453,0.039990234375,1940,,
,,400000,,,,0.13608491,0.2,-1.3405088718980551,0.00025,-0.009532565875269938,137.9799580991268,0.009353783,78.09634399414062,0.103173828125,1950,184.61676025390625,1047.9
392,1023,401408,196,1450.12,1175.464599609375,,,,,,,,,,,,
393,1024,403456,197,1463.57,1186.8499755859375,0.7425268,0.2,-1.3705798748880624,0.00025,-0.0017068920169549529,402.7786516427994,0.0022414373,115.22655487060547,0.0,1960,,
395,1025,405504,198,1473.13,1190.6478271484375,0.6014857,0.2,-1.3570781406015158,0.00025,-0.0012862625677371397,469.82376465797427,0.0015865508,125.48787689208984,0.0,1970,,
397,1026,407552,199,1464.37,1189.479736328125,0.7576238,0.2,-1.3480955578386784,0.00025,-0.0031819754469324833,432.9847909927368,0.004846671,130.34112548828125,0.00693359375,1980,,
398,1027,409600,200,1464.37,1189.479736328125,0.77440846,0.2,-1.358933587372303,0.00025,-0.004935088838101365,352.71252303123475,0.00928573,92.20023345947266,0.01123046875,1990,,
400,1028,411648,201,1464.37,1209.4322509765625,0.50225973,0.2,-1.3574044544249773,0.00025,-0.0025881094581563955,346.6382982254028,0.002734649,89.56330108642578,0.0,2000,,
402,1029,413696,202,1426.38,1225.3145751953125,0.7422873,0.2,-1.362747697159648,0.00025,-0.0037568019091850148,315.01948070526123,0.006557107,130.7615509033203,0.01826171875,2010,,
403,1029,415744,203,1398.38,1251.5701904296875,0.599349,0.2,-1.356160742416978,0.00025,-0.0015735989316453924,807.5308280944824,0.00186486,271.7914733886719,0.0,2020,,
405,1030,417792,204,1408.96,1261.4051513671875,0.660856,0.2,-1.3618196345865727,0.00025,-0.0018937089684186504,765.5919607162475,0.002178,165.03573608398438,0.0,2030,,
407,1031,419840,205,1408.96,1261.4051513671875,0.6157043,0.2,-1.3520324628800153,0.00025,-0.000749049911973998,529.271623325348,0.0002836528,121.14461517333984,0.0,2040,,
408,1032,421888,206,1409.61,1255.5308837890625,0.7285435,0.2,-1.3481061842292548,0.00025,-0.008687346959777641,132.03280273079872,0.0137049705,51.78968811035156,0.08232421875,2050,,
410,1032,423936,207,1394.01,1219.184814453125,0.30554044,0.2,-1.361904253810644,0.00025,-0.003172866965905996,107.56924392580986,0.0071584415,30.73782730102539,0.007177734375,2060,,
,,425000,,,,0.57747555,0.2,-1.3585409596562386,0.00025,-0.003642345024854876,517.2473869800567,0.0070458557,86.2126693725586,0.00263671875,2070,938.2365112304688,1243.7
415,1026,425984,208,1392.41,1206.793701171875,,,,,,,,,,,,
416,1027,428032,209,1369.83,1218.3525390625,0.741423,0.2,-1.346759344637394,0.00025,-0.0029901474867074286,328.2417149543762,0.0030179238,84.70672607421875,0.0,2080,,
418,1027,430080,210,1389.17,1231.00146484375,0.6132733,0.2,-1.3467448450624944,0.00025,-0.002872778454911895,243.11040481328965,0.005441238,37.23408889770508,0.010546875,2090,,
420,1028,432128,211,1382.83,1201.52978515625,0.6899669,0.2,-1.3391508035361768,0.00025,-0.0014590103128284682,350.94289791584015,0.0013241777,88.733154296875,0.0,2100,,
421,1029,434176,212,1374.6,1208.5294189453125,-0.16463196,0.2,-1.359640533849597,0.00025,-0.0019706638537172693,191.10808183848857,0.0041500386,23.752120971679688,0.000390625,2110,,
423,1029,436224,213,1402.45,1220.1588134765625,0.67579955,0.2,-1.3525395087897778,0.00025,-0.0011813861106929834,265.9426948547363,0.0018683332,73.71379852294922,0.0,2120,,
425,1030,438272,214,1402.45,1220.1588134765625,0.71601987,0.2,-1.3527423623949288,0.00025,-0.0010361856941017323,271.18423478603364,0.0009519517,51.35371017456055,0.0,2130,,
427,1031,440320,215,1376.28,1221.3355712890625,0.7386383,0.2,-1.3503685139119626,0.00025,-0.0022447434450441504,364.5101012468338,0.0042573544,176.8928985595703,0.00078125,2140,,
428,1031,442368,216,1389.17,1233.378173828125,0.68535566,0.2,-1.3517874628305435,0.00025,-0.0004711799483629875,517.362819480896,0.00034100373,141.9767303466797,0.0,2150,,
430,1032,444416,217,1379.54,1220.087158203125,0.62438464,0.2,-1.3491480190306901,0.00025,-0.006398540487862192,477.2284228563309,0.010023924,136.28579711914062,0.06123046875,2160,,
432,1033,446464,218,1368.56,1176.4630126953125,0.5904425,0.2,-1.3621727753430606,0.00025,-0.0005116752588946837,492.45453424453734,0.00042038635,181.2685546875,0.0,2170,,
433,1033,448512,219,1374.97,1159.54248046875,0.60504067,0.2,-1.3480684701353312,0.00025,-0.003783836530055851,325.26078190803526,0.0075706104,100.29296875,0.0123046875,2180,,
,,450000,,,,0.5820288,0.2,-1.3651494301855565,0.00025,-0.0026003240956924854,151.13973116874695,0.004074434,41.4400520324707,0.001513671875,2190,445.3753967285156,1867.5
439,1024,450560,220,1359.33,1156.4715576171875,,,,,,,,,,,,
441,1024,452608,221,1334.56,1130.619140625,0.5567641,0.2,-1.334044311195612,0.00025,-0.0013806053371808956,559.1816635370254,0.0012317814,89.22061157226562,0.0,2200,,
443,1025,454656,222,1352.0,1158.3936767578125,0.77704686,0.2,-1.3324346467852592,0.00025,-0.000416173708072165,444.3396035194397,0.0013431263,159.00161743164062,0.0,2210,,
445,1026,456704,223,1335.75,1181.97802734375,0.56527174,0.2,-1.3418321028351783,0.00025,-0.0012215693073812871,510.55894181728365,0.0009299705,153.19146728515625,0.0,2220,,
446,1027,458752,224,1335.75,1181.97802734375,0.69216716,0.2,-1.361325554549694,0.00025,-0.0015224396291159791,747.3587281227112,0.0022707682,137.78973388671875,0.0,2230,,
448,1027,460800,225,1360.1,1189.0283203125,0.6618398,0.2,-1.3482636131346226,0.00025,-0.001393486052256776,401.8527074337006,0.00086485303,104.61260986328125,0.0,2240,,
450,1028,462848,226,1360.1,1144.5191650390625,0.7794481,0.2,-1.3576918356120586,0.00025,-0.0007881203840952366,382.0955514907837,0.0008292107,108.66187286376953,0.0,2250,,
451,1029,464896,227,1360.1,1144.5191650390625,0.42209673,0.2,-1.3587459225207568,0.00025,-0.010876436231774278,159.9239329636097,0.012283821,43.134761810302734,0.09033203125,2260,,
453,1029,466944,228,1374.16,1116.31884765625,0.23253995,0.2,-1.3420404952019453,0.00025,-0.005940349983575288,116.65963751077652,0.008784497,32.64255142211914,0.03623046875,2270,,
455,1030,468992,229,1363.59,1124.3441162109375,0.67607504,0.2,-1.3517949987202882,0.00025,-0.003893677013547858,215.7378681778908,0.0045641465,52.00896453857422,0.0201171875,2280,,
456,1031,471040,230,1364.67,1127.671142578125,0.6187096,0.2,-1.3567852701991796,0.00025,-0.000988272050744854,491.2490695953369,0.0008814861,166.69808959960938,0.0,2290,,
458,1031,473088,231,1356.56,1106.3646240234375,0.67711747,0.2,-1.3554937150329351,0.00025,-0.003278764936112566,510.3158836126328,0.003944236,123.98685455322266,0.000927734375,2300,,
,,475000,,,,0.66235876,0.2,-1.3612243555486203,0.00025,-0.0019940567581215873,487.7498713731766,0.004361598,84.37954711914062,0.0,2310,286.4151916503906,1962.2
464,1022,475136,232,1356.56,1106.3646240234375,,,,,,,,,,,,
466,1023,477184,233,1375.84,1111.77294921875,0.4152729,0.2,-1.3513164151459933,0.00025,-0.005295293690869585,128.30131229758263,0.0095027685,45.05340576171875,0.031298828125,2320,,
467,1024,479232,234,1389.98,1121.4244384765625,0.6245047,0.2,-1.341629195213318,0.00025,-0.0019488415644445922,682.3673509597778,0.0014996165,179.05120849609375,0.0,2330,,
469,1024,481280,235,1389.98,1121.4244384765625,0.7132437,0.2,-1.3422635167837143,0.00025,-0.0016310034967318642,410.3012442111969,0.0011177473,160.18443298339844,0.0,2340,,
471,1025,483328,236,1409.68,1127.1209716796875,0.7905284,0.2,-1.34825783893466,0.00025,-0.0020880706862953955,245.05253735780715,0.004796851,55.52394485473633,0.018212890625,2350,,
472,1026,485376,237,1435.91,1124.00048828125,0.6656432,0.2,-1.3583531025797129,0.00025,-0.0039421025139745325,409.89518258571627,0.008145897,73.26905059814453,0.001904296875,2360,,
474,1027,487424,238,1423.24,1099.921142578125,0.6106486,0.2,-1.3659231003373862,0.00025,-0.0028066681770724244,117.66071233153343,0.004420407,28.529312133789062,0.0,2370,,
476,1028,489472,239,1444.84,1091.1456298828125,0.79470676,0.2,-1.3673597894608975,0.00025,-0.0029010061029111967,111.30323634743691,0.005245138,24.2454776763916,0.00478515625,2380,,
477,1028,491520,240,1444.84,1091.1456298828125,-0.06873655,0.2,-1.370614170655608,0.00025,-0.0008748290259973146,136.56164458096026,0.0010027445,23.669397354125977,0.0,2390,,
479,1029,493568,241,1454.51,1097.74951171875,0.79082364,0.2,-1.3472873069345952,0.00025,-0.0027787568535131866,451.11194415092467,0.003901719,108.19310760498047,0.000537109375,2400,,
480,1030,495616,242,1468.15,1103.5185546875,-0.014516115,0.2,-1.3677525755017996,0.00025,-0.0019067382789216935,417.85039391517637,0.0026091828,80.9209213256836,0.0,2410,,
482,1031,497664,243,1483.54,1096.535888671875,0.62699836,0.2,-1.372477375343442,0.00025,-0.001351298926601885,57.97978869974613,0.005596149,13.407078742980957,0.000146484375,2420,,
484,1032,499712,244,1490.87,1097.89990234375,0.47057182,0.2,-1.3670449402183293,0.00025,-0.007680343656829791,154.7561566412449,0.013282297,30.67066192626953,0.068408203125,2430,,
,,500000,,,,0.6186073,0.2,-1.3660630229860544,0.00025,-0.002894649506197311,324.66653938293456,0.004823246,55.369293212890625,0.001953125,2440,724.5275268554688,2340.1
490,1022,501760,245,1490.87,1097.89990234375,,,,,,,,,,,,
