#{"t_start": 1761279856.0332873, "env_id": "None"}
r,l,t,result,match_ratio,page
70.69,31,640.285832,incomplete,0.0,experience.html
389.53,47,645.660153,partial,0.8,done
30.69,31,649.075233,incomplete,0.0,index.html
28.69,31,652.134354,incomplete,0.0,index.html
406.51,49,658.25952,partial,0.8666666666666667,done
405.55,45,663.504569,partial,0.9333333333333333,done
403.48,52,669.332178,partial,0.9333333333333333,done
408.45,55,675.470142,partial,0.9333333333333333,done
409.53,47,681.63034,partial,0.9333333333333333,done
421.95,55,688.040323,partial,0.9333333333333333,done
403.49,51,693.462749,partial,0.9333333333333333,done
394.98,52,699.485023,partial,0.9333333333333333,done
404.39,61,706.370828,partial,0.8666666666666667,done
388.53,47,711.756359,partial,0.8666666666666667,done
389.55,45,717.309514,partial,0.8,done
386.1,40,721.895864,partial,0.8666666666666667,done
406.41,59,728.00103,partial,0.9333333333333333,done
390.6,40,733.936801,partial,0.8666666666666667,done
398.76,74,742.824423,partial,0.9333333333333333,done
406.54,46,747.719165,partial,0.9333333333333333,done
391.05,45,752.954547,partial,0.8666666666666667,done
412.61,39,757.783751,partial,0.9333333333333333,done
393.04,46,763.979386,partial,0.8666666666666667,done
30.69,31,767.301788,incomplete,0.0,index.html
386.37,63,773.011777,partial,0.8666666666666667,done
394.44,56,779.373171,partial,0.8666666666666667,done
384.03,47,785.096039,partial,0.8666666666666667,done
418.92,58,792.073262,partial,0.9333333333333333,done
416.11,39,798.484127,partial,0.9333333333333333,done
388.48,52,804.598768,partial,0.8,done
429.04,46,810.094081,partial,0.9333333333333333,done
401.58,42,815.099694,partial,0.9333333333333333,done
391.31,69,823.016984,partial,0.9333333333333333,done
402.02,48,829.746915,partial,0.9333333333333333,done
389.42,58,836.848699,partial,0.8666666666666667,done
389.65,35,841.201418,partial,0.8666666666666667,done
246.1,40,846.379761,partial,0.7333333333333333,done
398.54,46,852.510278,partial,0.8666666666666667,done
399.47,53,859.159873,partial,0.8,done
391.02,48,864.639041,partial,0.8666666666666667,done
132.69,31,868.536827,partial,0.6666666666666666,done
383.94,56,876.628829,partial,0.8,done
416.17,33,881.827441,partial,0.9333333333333333,done
258.49,51,888.193393,partial,0.7333333333333333,done
374.74,76,897.595356,partial,0.9333333333333333,done
410.79,71,903.952905,partial,0.9333333333333333,done
406.42,58,910.509689,partial,0.9333333333333333,done
377.88,62,916.638765,partial,0.8,done
397.9,60,923.343971,partial,0.8666666666666667,done
404.99,51,929.356299,partial,0.8,done
399.07,43,935.472811,partial,0.8,done
387.52,48,940.451642,partial,0.8666666666666667,done
26.69,31,943.655959,incomplete,0.0,index.html
404.47,53,950.376588,partial,0.9333333333333333,done
390.79,71,957.06098,partial,0.8666666666666667,done
408.36,64,964.258212,partial,0.9333333333333333,done
387.85,65,971.122839,partial,0.8666666666666667,done
414.85,65,979.622244,partial,0.9333333333333333,done
398.53,47,985.355804,partial,0.8666666666666667,done
398.55,45,991.124822,partial,0.8666666666666667,done
380.79,71,997.649689,partial,0.9333333333333333,done
397.52,48,1003.980601,partial,0.8666666666666667,done
400.55,45,1009.949695,partial,0.8666666666666667,done
247.58,42,1015.362721,partial,0.7333333333333333,done
392.48,52,1020.889339,partial,0.8,done
403.53,47,1027.277608,partial,0.8,done
51.09,91,1034.969726,incomplete,0.0,questions.html
394.13,37,1040.10566,partial,0.8,done
388.14,36,1045.003407,partial,0.8666666666666667,done
406.87,63,1051.572779,partial,0.9333333333333333,done
392.06,44,1056.777426,partial,0.8666666666666667,done
372.07,43,1062.309354,partial,0.8666666666666667,done
404.03,47,1069.045212,partial,0.9333333333333333,done
396.67,33,1073.874147,partial,0.8,done
415.02,48,1079.695546,partial,0.9333333333333333,done
385.88,62,1085.516904,partial,0.8666666666666667,done
380.62,38,1090.335772,partial,0.8666666666666667,done
419.54,46,1096.644715,partial,0.9333333333333333,done
397.06,44,1102.949934,partial,0.9333333333333333,done
389.59,41,1107.675261,partial,0.8666666666666667,done
239.71,29,1111.673325,partial,0.7333333333333333,done
402.7,30,1116.199549,partial,0.9333333333333333,done
392.37,63,1123.492683,partial,0.8666666666666667,done
396.51,49,1129.40774,partial,0.8666666666666667,done
428.0,50,1136.391595,partial,0.9333333333333333,done
381.02,48,1141.13699,partial,0.8,done
427.94,56,1147.798501,partial,0.9333333333333333,done
414.06,44,1153.959146,partial,0.9333333333333333,done
380.87,63,1162.338438,partial,0.9333333333333333,done
391.64,86,1170.302347,partial,0.9333333333333333,done
386.13,37,1174.779132,partial,0.8666666666666667,done
406.47,53,1180.843611,partial,0.9333333333333333,done
378.94,56,1186.716625,partial,0.8666666666666667,done
400.61,39,1192.36634,partial,0.8,done
37.32,68,1197.599031,incomplete,0.0,questions.html
400.65,35,1202.551335,partial,0.8666666666666667,done
233.16,34,1207.12747,partial,0.7333333333333333,done
417.57,43,1213.939274,partial,0.9333333333333333,done
413.56,44,1219.79751,partial,0.9333333333333333,done
378.12,38,1224.678398,partial,0.8,done
399.08,42,1230.174149,partial,0.8,done
397.87,63,1236.592336,partial,0.9333333333333333,done
392.65,35,1241.927797,partial,0.8,done
404.94,56,1249.046367,partial,0.9333333333333333,done
401.05,45,1255.082926,partial,0.8,done
379.15,35,1259.794248,partial,0.8666666666666667,done
30.69,31,1262.907167,incomplete,0.0,index.html
416.53,47,1268.676412,partial,0.9333333333333333,done
252.0,50,1275.313426,partial,0.7333333333333333,done
428.44,56,1282.320562,partial,0.9333333333333333,done
411.57,43,1288.127454,partial,0.9333333333333333,done
420.6,40,1293.176592,partial,0.9333333333333333,done
24.69,31,1296.177144,incomplete,0.0,index.html
382.56,44,1301.501922,partial,0.8666666666666667,done
396.6,40,1306.872833,partial,0.8666666666666667,done
378.15,35,1310.767038,partial,0.8,done
397.06,44,1316.538962,partial,0.9333333333333333,done
237.87,63,1323.358595,partial,0.7333333333333333,done
376.98,52,1331.008178,partial,0.8666666666666667,done
420.84,66,1339.214824,partial,0.9333333333333333,done
386.86,64,1346.111825,partial,0.8666666666666667,done
401.98,52,1352.823367,partial,0.8,done
375.5,50,1360.478083,partial,0.9333333333333333,done
406.91,59,1368.689666,partial,0.9333333333333333,done
128.97,53,1374.307112,partial,0.6666666666666666,done
390.79,71,1381.711589,partial,0.8,done
395.65,35,1386.972198,partial,0.8666666666666667,done
384.42,58,1392.974101,partial,0.8,done
394.22,28,1398.119248,partial,0.8,done
382.98,52,1404.444003,partial,0.8,done
388.38,62,1411.136317,partial,0.8666666666666667,done
424.05,45,1417.371565,partial,0.9333333333333333,done
371.52,48,1423.348548,partial,0.8,done
390.19,31,1428.32942,partial,0.8666666666666667,done
397.13,37,1434.128866,partial,0.8666666666666667,done
392.2,30,1438.598312,partial,0.8666666666666667,done
369.56,44,1444.403712,partial,0.8666666666666667,done
382.92,58,1451.347102,partial,0.8666666666666667,done
391.51,49,1458.657022,partial,0.8666666666666667,done
398.64,36,1463.956585,partial,0.8,done
403.38,62,1470.348866,partial,0.9333333333333333,done
235.21,29,1474.819629,partial,0.7333333333333333,done
372.35,65,1481.784403,partial,0.8666666666666667,done
384.18,32,1487.152164,partial,0.8666666666666667,done
393.28,72,1494.42042,partial,0.8666666666666667,done
412.53,47,1500.079302,partial,0.9333333333333333,done
397.08,42,1505.637334,partial,0.9333333333333333,done
417.87,63,1512.730687,partial,0.9333333333333333,done
388.1,40,1518.953887,partial,0.8666666666666667,done
384.95,55,1527.254397,partial,0.9333333333333333,done
397.05,45,1532.839611,partial,0.8666666666666667,done
395.48,52,1538.875634,partial,0.8666666666666667,done
405.5,50,1544.545649,partial,0.9333333333333333,done
26.69,31,1547.900573,incomplete,0.0,index.html
421.52,48,1553.667477,partial,0.9333333333333333,done
244.2,30,1558.100781,partial,0.7333333333333333,done
81.4,60,1562.518757,incomplete,0.0,review.html
402.01,49,1569.382362,partial,0.8,done
22.69,31,1572.89245,incomplete,0.0,index.html
379.95,55,1578.679832,partial,0.8666666666666667,done
417.62,38,1583.869027,partial,0.9333333333333333,done
389.9,60,1590.549294,partial,0.9333333333333333,done
390.13,37,1596.237645,partial,0.8666666666666667,done
379.97,53,1601.825406,partial,0.8,done
384.21,29,1605.932078,partial,0.8,done
419.11,39,1610.964211,partial,0.9333333333333333,done
30.69,31,1614.196515,incomplete,0.0,index.html
380.92,58,1619.630866,partial,0.8666666666666667,done
366.89,61,1625.54342,partial,0.8666666666666667,done
382.63,37,1629.873143,partial,0.8,done
408.59,41,1635.142196,partial,0.9333333333333333,done
414.67,33,1639.823324,partial,0.9333333333333333,done
393.5,50,1646.463272,partial,0.8,done
378.56,44,1652.303299,partial,0.8,done
378.68,32,1656.764942,partial,0.8,done
394.15,35,1662.111128,partial,0.8666666666666667,done
401.12,38,1667.555082,partial,0.8,done
385.38,62,1675.464074,partial,0.8666666666666667,done
366.94,56,1685.896449,partial,0.9333333333333333,done
237.98,52,1691.560042,partial,0.7333333333333333,done
413.1,40,1696.417502,partial,0.9333333333333333,done
380.67,33,1701.143708,partial,0.8666666666666667,done
375.56,44,1706.606793,partial,0.8666666666666667,done
48.27,73,1712.9596,incomplete,0.0,questions.html
376.49,51,1718.009675,partial,0.8,done
414.74,26,1722.108366,partial,0.9333333333333333,done
402.43,57,1727.997938,partial,0.9333333333333333,done
10.69,31,1731.099172,incomplete,0.0,index.html
226.46,54,1737.056863,partial,0.7333333333333333,done
408.9,60,1743.372138,partial,0.9333333333333333,done
402.4,60,1749.257573,partial,0.9333333333333333,done
412.09,41,1754.41078,partial,0.9333333333333333,done
34.81,69,1760.551141,incomplete,0.0,questions.html
375.08,42,1765.643902,partial,0.8666666666666667,done
387.15,35,1771.400185,partial,0.8666666666666667,done
236.65,35,1775.68924,partial,0.7333333333333333,done
384.65,35,1780.400196,partial,0.8666666666666667,done
401.56,44,1786.887467,partial,0.9333333333333333,done
397.91,59,1795.383256,partial,0.9333333333333333,done
403.55,45,1800.137872,partial,0.9333333333333333,done
370.43,57,1805.644389,partial,0.8666666666666667,done
236.5,50,1810.958936,partial,0.7333333333333333,done
420.43,57,1817.809888,partial,0.9333333333333333,done
393.43,57,1824.699014,partial,0.9333333333333333,done
388.21,29,1829.048159,partial,0.8,done
378.5,50,1834.53071,partial,0.8666666666666667,done
418.07,43,1840.390454,partial,0.9333333333333333,done
364.77,73,1851.712141,partial,0.9333333333333333,done
373.34,66,1858.406766,partial,0.8666666666666667,done
127.04,46,1863.476238,partial,0.6666666666666666,done
393.97,53,1869.180708,partial,0.8666666666666667,done
247.11,39,1874.199145,partial,0.7333333333333333,done
374.54,46,1880.376941,partial,0.8666666666666667,done
377.46,54,1886.515038,partial,0.8666666666666667,done
401.53,47,1891.420034,partial,0.9333333333333333,done
235.36,64,1897.921687,partial,0.7333333333333333,done
243.13,37,1902.408409,partial,0.7333333333333333,done
389.68,32,1907.714987,partial,0.8666666666666667,done
419.44,56,1914.60166,partial,0.9333333333333333,done
395.08,42,1920.137123,partial,0.8,done
240.63,37,1924.658552,partial,0.7333333333333333,done
404.06,44,1930.2514,partial,0.9333333333333333,done
387.04,46,1935.766377,partial,0.8,done
412.85,65,1942.861684,partial,0.9333333333333333,done
373.53,47,1949.089089,partial,0.8666666666666667,done
402.09,41,1954.436394,partial,0.9333333333333333,done
399.46,54,1960.927189,partial,0.8666666666666667,done
404.47,53,1967.687992,partial,0.9333333333333333,done
379.58,42,1972.785474,partial,0.8666666666666667,done
403.59,41,1977.359722,partial,0.9333333333333333,done
236.14,36,1981.986073,partial,0.7333333333333333,done
395.65,35,1986.882445,partial,0.8666666666666667,done
391.7,30,1991.902634,partial,0.8666666666666667,done
397.43,57,1999.648818,partial,0.8,done
397.01,49,2005.226567,partial,0.9333333333333333,done
417.64,36,2010.482761,partial,0.9333333333333333,done
380.95,55,2016.170487,partial,0.8666666666666667,done
26.69,31,2019.376807,incomplete,0.0,index.html
245.59,41,2025.133092,partial,0.7333333333333333,done
393.92,58,2032.360225,partial,0.9333333333333333,done
392.91,59,2038.581188,partial,0.8666666666666667,done
398.6,40,2043.9147,partial,0.8666666666666667,done
369.05,45,2049.857903,partial,0.8666666666666667,done
250.49,51,2056.277257,partial,0.7333333333333333,done
381.55,45,2061.109063,partial,0.8,done
404.61,39,2065.529243,partial,0.9333333333333333,done
398.57,43,2070.537805,partial,0.9333333333333333,done
392.75,25,2074.811874,partial,0.8,done
347.14,86,2085.279282,partial,0.9333333333333333,done
377.9,60,2091.581465,partial,0.8666666666666667,done
389.64,36,2096.857514,partial,0.8666666666666667,done
234.69,31,2101.077773,partial,0.7333333333333333,done
243.59,41,2107.230535,partial,0.7333333333333333,done
378.41,59,2113.205048,partial,0.8,done
400.03,47,2119.77684,partial,0.8666666666666667,done
411.82,68,2127.445188,partial,0.9333333333333333,done
385.14,36,2131.8095,partial,0.8666666666666667,done
221.05,45,2137.205745,partial,0.7333333333333333,done
402.96,54,2143.779408,partial,0.9333333333333333,done
235.63,37,2148.416921,partial,0.7333333333333333,done
388.57,43,2153.504712,partial,0.8666666666666667,done
386.03,47,2158.915636,partial,0.8666666666666667,done
23.26,74,2166.25447,incomplete,0.0,questions.html
404.26,74,2173.524672,partial,0.9333333333333333,done
239.62,38,2178.707455,partial,0.7333333333333333,done
377.71,29,2183.885959,partial,0.8666666666666667,done
408.07,43,2189.002953,partial,0.9333333333333333,done
382.19,31,2194.134275,partial,0.8,done
411.16,34,2199.081843,partial,0.9333333333333333,done
244.23,27,2203.589964,partial,0.7333333333333333,done
383.14,36,2207.966759,partial,0.8,done
391.58,42,2212.909799,partial,0.8666666666666667,done
382.06,44,2218.230941,partial,0.8666666666666667,done
373.02,48,2223.969418,partial,0.8666666666666667,done
29.82,68,2230.000978,incomplete,0.0,questions.html
370.54,46,2235.857778,partial,0.8666666666666667,done
386.67,33,2240.121241,partial,0.8,done
381.38,62,2249.723209,partial,0.9333333333333333,done
384.49,51,2255.63685,partial,0.8666666666666667,done
381.0,50,2260.769931,partial,0.8666666666666667,done
409.69,31,2265.238143,partial,0.9333333333333333,done
397.87,63,2272.788841,partial,0.9333333333333333,done
397.48,52,2279.840455,partial,0.8666666666666667,done
30.69,31,2283.298379,incomplete,0.0,index.html
405.01,49,2289.603689,partial,0.9333333333333333,done
387.01,49,2294.992988,partial,0.8666666666666667,done
232.15,35,2299.411525,partial,0.7333333333333333,done
377.08,42,2304.566323,partial,0.8,done
389.02,48,2310.817814,partial,0.8666666666666667,done
383.09,41,2315.569229,partial,0.8666666666666667,done
407.54,46,2321.338735,partial,0.9333333333333333,done
391.5,50,2326.102654,partial,0.9333333333333333,done
406.57,43,2331.644291,partial,0.9333333333333333,done
377.93,57,2338.271887,partial,0.8,done
399.95,55,2344.314799,partial,0.9333333333333333,done
380.58,42,2349.88104,partial,0.8,done
383.79,71,2358.152604,partial,0.9333333333333333,done
384.96,54,2365.194631,partial,0.9333333333333333,done
369.0,50,2371.541779,partial,0.8666666666666667,done
381.49,51,2377.63011,partial,0.8666666666666667,done
398.02,48,2382.623137,partial,0.9333333333333333,done
377.52,48,2387.469077,partial,0.8666666666666667,done
395.64,36,2392.328261,partial,0.8,done
382.56,44,2397.9162,partial,0.8,done
372.52,48,2403.259152,partial,0.8666666666666667,done
389.43,57,2410.197735,partial,0.9333333333333333,done
384.64,36,2414.844771,partial,0.8666666666666667,done
404.55,45,2420.473186,partial,0.9333333333333333,done
386.59,41,2426.147455,partial,0.8666666666666667,done
386.46,54,2431.721177,partial,0.8666666666666667,done
246.95,55,2437.940722,partial,0.7333333333333333,done
396.06,44,2444.769965,partial,0.9333333333333333,done
394.51,49,2450.764345,partial,0.8666666666666667,done
384.57,43,2455.934137,partial,0.8,done
232.62,38,2460.815505,partial,0.7333333333333333,done
384.21,29,2464.708139,partial,0.8666666666666667,done
383.16,34,2469.05881,partial,0.8,done
412.52,48,2476.647896,partial,0.9333333333333333,done
420.95,55,2483.353774,partial,0.9333333333333333,done
219.07,43,2487.823646,partial,0.7333333333333333,done
245.12,38,2493.233371,partial,0.7333333333333333,done
390.14,36,2497.858805,partial,0.8666666666666667,done
392.95,55,2504.72934,partial,0.8,done
390.02,48,2510.428627,partial,0.8,done
400.06,44,2515.793076,partial,0.9333333333333333,done
419.59,41,2521.66113,partial,0.9333333333333333,done
355.93,57,2530.152,partial,0.8666666666666667,done
377.99,51,2535.667385,partial,0.8,done
398.9,60,2542.121824,partial,0.9333333333333333,done
381.04,46,2547.630044,partial,0.8666666666666667,done
232.7,30,2551.671512,partial,0.7333333333333333,done
246.08,42,2556.936897,partial,0.7333333333333333,done
390.05,45,2562.476484,partial,0.8666666666666667,done
383.61,39,2567.611901,partial,0.8666666666666667,done
395.53,47,2573.755298,partial,0.9333333333333333,done
382.95,55,2579.797102,partial,0.8,done
397.5,50,2585.024821,partial,0.9333333333333333,done
389.63,37,2590.320666,partial,0.8666666666666667,done
401.21,79,2598.790214,partial,0.9333333333333333,done
402.92,58,2604.576358,partial,0.9333333333333333,done
378.87,63,2610.818208,partial,0.8,done
375.56,44,2615.749401,partial,0.8,done
381.53,47,2621.192953,partial,0.8666666666666667,done
226.7,30,2625.839332,partial,0.7333333333333333,done
382.94,56,2634.079471,partial,0.9333333333333333,done
240.64,36,2638.696865,partial,0.7333333333333333,done
413.57,43,2644.160719,partial,0.9333333333333333,done
376.52,48,2652.044434,partial,0.9333333333333333,done
396.11,39,2658.273678,partial,0.9333333333333333,done
402.63,37,2663.621521,partial,0.9333333333333333,done
393.62,38,2668.608504,partial,0.8666666666666667,done
387.62,38,2673.276666,partial,0.8666666666666667,done
420.44,56,2680.60009,partial,0.9333333333333333,done
23.86,64,2686.209268,incomplete,0.0,questions.html
393.61,39,2691.364896,partial,0.8666666666666667,done
381.11,39,2695.85731,partial,0.8,done
381.95,55,2702.169088,partial,0.8666666666666667,done
374.48,52,2707.558415,partial,0.8666666666666667,done
388.03,47,2713.319512,partial,0.8666666666666667,done
407.03,47,2719.960986,partial,0.9333333333333333,done
394.97,53,2725.309461,partial,0.9333333333333333,done
408.7,30,2729.514536,partial,0.9333333333333333,done
411.48,52,2736.232071,partial,0.9333333333333333,done
379.52,48,2741.962816,partial,0.8666666666666667,done
378.0,50,2747.135728,partial,0.8666666666666667,done
393.71,29,2751.680415,partial,0.8,done
379.62,38,2756.07686,partial,0.8,done
382.04,46,2761.369809,partial,0.8,done
373.46,54,2767.578944,partial,0.8666666666666667,done
382.65,35,2772.123571,partial,0.8,done
417.49,51,2778.460516,partial,0.9333333333333333,done
403.13,37,2783.133886,partial,0.9333333333333333,done
383.57,43,2788.91963,partial,0.8,done
394.57,43,2794.231712,partial,0.8666666666666667,done
415.96,54,2800.586986,partial,0.9333333333333333,done
384.97,53,2806.125372,partial,0.8,done
409.59,41,2811.711609,partial,0.9333333333333333,done
377.09,41,2816.778132,partial,0.8,done
234.08,42,2822.606251,partial,0.7333333333333333,done
240.22,28,2826.934218,partial,0.7333333333333333,done
383.68,32,2831.087332,partial,0.8666666666666667,done
383.48,52,2836.777222,partial,0.8,done
399.21,79,2845.253164,partial,0.9333333333333333,done
400.46,54,2851.768929,partial,0.9333333333333333,done
388.05,45,2857.333699,partial,0.8666666666666667,done
388.6,40,2862.692465,partial,0.8666666666666667,done
369.01,49,2869.605019,partial,0.8666666666666667,done
385.57,43,2875.267659,partial,0.8666666666666667,done
392.14,36,2882.303007,partial,0.9333333333333333,done
27.92,58,2887.371502,incomplete,0.0,questions.html
389.18,32,2892.488175,partial,0.8,done
395.5,50,2900.80464,partial,0.9333333333333333,done
220.98,52,2906.233034,partial,0.7333333333333333,done
247.07,43,2912.840367,partial,0.7333333333333333,done
218.52,48,2918.147423,partial,0.7333333333333333,done
390.13,37,2923.126425,partial,0.8666666666666667,done
378.61,39,2927.882431,partial,0.8666666666666667,done
401.0,50,2934.760969,partial,0.8666666666666667,done
62.69,31,2938.636864,incomplete,0.0,experience.html
246.14,36,2944.026893,partial,0.7333333333333333,done
385.04,46,2949.689185,partial,0.8666666666666667,done
392.09,41,2955.112425,partial,0.8666666666666667,done
387.15,35,2960.775036,partial,0.8666666666666667,done
392.11,39,2966.752263,partial,0.8,done
226.62,38,2972.461451,partial,0.7333333333333333,done
384.19,31,2976.822157,partial,0.8666666666666667,done
384.14,36,2981.388694,partial,0.8666666666666667,done
225.01,49,2987.702751,partial,0.7333333333333333,done
223.4,60,2994.027836,partial,0.7333333333333333,done
426.47,53,3000.646062,partial,0.9333333333333333,done
399.58,42,3005.815673,partial,0.9333333333333333,done
237.16,34,3010.693772,partial,0.7333333333333333,done
244.55,45,3016.639486,partial,0.7333333333333333,done
384.11,39,3022.340618,partial,0.8,done
407.1,40,3027.843548,partial,0.9333333333333333,done
377.04,46,3032.988274,partial,0.8,done
406.05,45,3039.188393,partial,0.9333333333333333,done
358.51,49,3046.187852,partial,0.8666666666666667,done
400.02,48,3051.460509,partial,0.9333333333333333,done
375.52,48,3057.613035,partial,0.8666666666666667,done
366.92,58,3062.862438,partial,0.8666666666666667,done
238.17,33,3067.076806,partial,0.7333333333333333,done
379.98,52,3072.492633,partial,0.8666666666666667,done
383.64,36,3078.034854,partial,0.8,done
402.59,41,3084.052758,partial,0.9333333333333333,done
28.69,31,3087.290907,incomplete,0.0,index.html
369.44,56,3093.370052,partial,0.8666666666666667,done
388.7,30,3098.304201,partial,0.8,done
373.27,73,3105.887595,partial,0.9333333333333333,done
386.02,48,3111.519806,partial,0.8666666666666667,done
382.01,49,3117.405342,partial,0.8,done
378.53,47,3124.340794,partial,0.8666666666666667,done
383.55,45,3129.608123,partial,0.8,done
373.58,42,3134.556711,partial,0.8666666666666667,done
384.86,64,3142.594893,partial,0.9333333333333333,done
393.96,54,3147.517508,partial,0.9333333333333333,done
373.48,52,3152.773981,partial,0.8666666666666667,done
359.64,36,3160.720483,partial,0.8666666666666667,done
249.54,46,3167.039465,partial,0.7333333333333333,done
390.07,43,3172.438906,partial,0.8,done
384.6,40,3177.313111,partial,0.8,done
231.71,29,3181.533221,partial,0.7333333333333333,done
400.09,41,3187.354057,partial,0.8666666666666667,done
362.46,54,3193.099206,partial,0.8,done
379.53,47,3198.641063,partial,0.8666666666666667,done
396.96,54,3205.172023,partial,0.8,done
383.61,39,3209.837817,partial,0.8,done
349.87,63,3221.097762,partial,0.9333333333333333,done
387.05,45,3227.619471,partial,0.9333333333333333,done
388.67,33,3232.471012,partial,0.8,done
