#{"t_start": 1761241569.9947386, "env_id": "None"}
r,l,t,page
16.88,12,187.621368,questions.html
-4.59,9,189.095602,questions.html--partial
-6.08,8,190.354249,questions.html--partial
6.28,22,192.305456,questions.html
-4.53,3,193.436018,questions.html--partial
-4.04,4,194.657619,questions.html--partial
-3.08,8,195.940345,questions.html--partial
17.4,10,197.546961,questions.html
-4.52,2,198.657218,questions.html--partial
-3.53,3,199.884035,questions.html--partial
-4.98,48,203.374056,questions.html
-15.69,19,206.340053,questions.html--partial
18.86,14,208.619058,questions.html
-5.63,13,210.158125,questions.html--partial
11.84,16,211.77467,questions.html
8.81,19,213.616835,questions.html
-0.56,6,215.225267,questions.html--partial
-7.15,15,217.392102,questions.html--partial
-4.56,6,218.723818,questions.html--partial
17.38,12,220.370777,questions.html
19.87,13,222.390231,questions.html
16.84,16,224.557804,questions.html
12.35,15,226.547909,questions.html
-2.53,3,227.522963,questions.html--partial
6.33,17,230.828657,questions.html
-12.54,4,232.615296,questions.html--partial
-2.6,10,235.218869,questions.html--partial
-2.53,3,236.38618,questions.html--partial
-0.24,24,238.685778,questions.html
14.88,12,240.474333,questions.html
13.85,15,242.151039,questions.html
-1.82,32,244.881573,questions.html
-2.56,6,246.516948,questions.html--partial
-11.18,18,248.526924,questions.html--partial
16.35,15,250.246369,questions.html
-0.06,6,252.027847,questions.html--partial
15.82,18,254.403643,questions.html
15.34,16,256.189741,questions.html
-3.52,2,257.045233,questions.html--partial
-8.2,20,259.319353,questions.html--partial
-1.55,5,260.826365,questions.html--partial
-3.62,12,263.116067,questions.html--partial
-11.56,6,264.71754,questions.html--partial
4.68,32,266.729898,questions.html
13.86,14,268.266886,questions.html
10.73,27,270.195246,questions.html
13.29,21,272.116404,questions.html
-4.56,6,273.546921,questions.html--partial
-4.58,8,274.927068,questions.html--partial
-5.05,5,275.961503,questions.html--partial
5.8,20,278.707707,questions.html
-10.08,8,280.652896,questions.html--partial
-10.54,4,282.078304,questions.html--partial
17.33,17,284.127143,questions.html
-7.96,46,288.339844,questions.html
12.2,30,291.678356,questions.html
-4.94,44,296.035361,questions.html
-4.63,13,298.051795,questions.html--partial
-11.11,11,300.038284,questions.html--partial
12.86,14,301.669096,questions.html
13.78,22,303.589451,questions.html
-3.98,48,306.996975,questions.html
-2.62,12,308.997019,questions.html--partial
3.1,40,311.714632,questions.html
9.27,23,314.681294,questions.html
16.81,19,317.403308,questions.html
-32.61,61,321.719401,experience.html
8.17,33,324.901397,questions.html
-11.55,5,327.036417,questions.html--partial
-0.12,12,330.438227,questions.html--partial
8.21,29,334.895378,questions.html
16.32,18,338.970121,questions.html
-0.57,7,341.677778,questions.html--partial
19.93,7,343.747861,questions.html
8.87,13,346.721739,questions.html
18.91,9,348.894855,questions.html
17.35,15,351.417376,questions.html
19.86,14,355.019858,questions.html
14.3,20,357.874598,questions.html
12.33,17,360.468619,questions.html
13.9,10,363.471746,questions.html
11.79,21,366.137755,questions.html
-3.07,7,367.377415,questions.html--partial
-0.55,5,368.963345,questions.html--partial
-5.65,15,371.516922,questions.html--partial
-3.53,3,372.664361,questions.html--partial
16.3,20,375.413385,questions.html
-0.56,6,377.552481,questions.html--partial
5.82,18,379.901019,questions.html
-2.54,4,381.019332,questions.html--partial
-10.57,7,382.635958,questions.html--partial
-1.57,7,384.295518,questions.html--partial
18.9,10,387.092274,questions.html
-5.08,8,388.659109,questions.html--partial
-3.58,8,390.358616,questions.html--partial
21.92,8,392.530866,questions.html
18.85,15,395.112601,questions.html
10.32,18,397.692847,questions.html
15.3,20,400.112368,questions.html
10.25,25,403.979414,questions.html
18.36,14,407.369742,questions.html
-1.58,8,409.362852,questions.html--partial
14.9,10,412.286239,questions.html
14.83,17,414.263423,questions.html
8.76,24,416.256033,questions.html
16.86,14,417.905352,questions.html
-6.54,4,418.851432,questions.html--partial
-1.59,9,420.807622,questions.html--partial
-4.04,4,422.065951,questions.html--partial
-3.58,8,423.913659,questions.html--partial
-3.58,8,425.958913,questions.html--partial
-5.11,11,428.366484,questions.html--partial
12.3,20,430.651963,questions.html
-9.05,5,432.929777,questions.html--partial
19.34,16,436.369238,questions.html
-12.54,4,438.060264,questions.html--partial
-8.57,7,441.081617,questions.html--partial
15.87,13,444.130384,questions.html
5.69,31,446.336319,questions.html
10.82,18,448.412659,questions.html
-4.07,7,450.0943,questions.html--partial
1.22,28,452.871241,questions.html
-2.04,4,454.06857,questions.html--partial
21.42,8,455.843026,questions.html
11.27,23,457.962165,questions.html
1.67,33,461.239839,questions.html
9.66,34,464.114225,questions.html
13.26,24,466.350263,questions.html
-3.52,2,467.281982,questions.html--partial
7.13,37,470.586628,questions.html
18.3,20,473.342579,questions.html
8.12,38,476.93916,questions.html
-0.57,7,479.035236,questions.html--partial
17.86,14,480.805617,questions.html
4.72,28,482.979109,questions.html
4.74,26,485.491654,questions.html
-3.07,7,486.92271,questions.html--partial
16.84,16,489.111105,questions.html
14.25,25,491.329683,questions.html
-0.57,7,492.85166,questions.html--partial
13.8,20,495.147254,questions.html
15.85,15,497.29775,questions.html
-10.59,9,499.190428,questions.html--partial
-3.08,8,500.55672,questions.html--partial
-4.6,10,502.17894,questions.html--partial
-2.56,6,503.915535,questions.html--partial
-2.12,12,506.117081,questions.html--partial
19.83,17,508.48827,questions.html
11.91,9,510.509295,questions.html
-4.62,12,512.095586,questions.html--partial
17.91,9,513.530487,questions.html
-4.56,6,514.766826,questions.html--partial
-3.1,10,516.597661,questions.html--partial
-9.17,17,518.39457,questions.html--partial
9.19,31,520.621014,questions.html
19.85,15,522.73935,questions.html
18.79,21,525.094105,questions.html
20.37,13,526.820204,questions.html
15.31,19,528.882873,questions.html
-2.07,7,530.736792,questions.html--partial
7.09,41,534.011143,questions.html
-3.1,10,535.602647,questions.html--partial
20.91,9,537.643316,questions.html
-4.55,5,538.649904,questions.html--partial
18.87,13,540.161768,questions.html
17.87,13,541.672565,questions.html
20.29,21,543.792705,questions.html
18.8,20,546.073749,questions.html
20.43,7,547.647247,questions.html
-3.08,8,548.943238,questions.html--partial
17.81,19,551.094983,questions.html
19.87,13,553.318804,questions.html
11.25,25,555.509053,questions.html
17.3,20,557.620589,questions.html
-3.14,14,559.937083,questions.html--partial
-1.68,18,562.090924,questions.html--partial
-3.71,21,564.362924,questions.html--partial
18.84,16,566.650497,questions.html
-4.55,5,567.813456,questions.html--partial
16.75,25,569.728139,questions.html
-6.11,11,571.163165,questions.html--partial
-3.1,10,572.646189,questions.html--partial
-1.07,7,574.316194,questions.html--partial
13.27,23,576.503159,questions.html
-0.57,7,577.9727,questions.html--partial
16.73,27,580.56415,questions.html
7.72,28,583.620372,questions.html
17.35,15,585.42981,questions.html
18.31,19,587.488257,questions.html
21.36,14,589.921743,questions.html
19.3,20,592.528955,questions.html
20.23,27,595.506117,questions.html
16.81,19,597.899986,questions.html
-2.53,3,598.864087,questions.html--partial
-11.57,7,600.321969,questions.html--partial
3.58,42,602.641555,questions.html
18.28,22,604.714895,questions.html
20.86,14,606.801253,questions.html
13.35,15,608.569398,questions.html
-3.13,13,610.189625,questions.html--partial
15.78,22,612.498934,questions.html
-2.64,14,614.320344,questions.html--partial
8.18,32,616.637704,questions.html
-1.54,4,618.144205,questions.html--partial
-7.62,12,620.354978,questions.html--partial
16.21,29,623.153222,questions.html
-3.07,7,624.67368,questions.html--partial
-2.09,9,626.246333,questions.html--partial
-2.07,7,627.574689,questions.html--partial
11.78,22,629.353267,questions.html
-3.07,7,630.659497,questions.html--partial
12.29,21,632.592346,questions.html
18.79,21,634.999564,questions.html
-3.52,2,636.070181,questions.html--partial
15.27,23,637.984386,questions.html
20.9,10,639.870724,questions.html
2.62,38,643.37303,questions.html
20.41,9,644.95944,questions.html
12.3,20,647.070597,questions.html
19.32,18,649.572387,questions.html
-4.26,26,652.10082,questions.html--partial
20.19,31,655.014909,questions.html
17.72,28,657.755152,questions.html
5.67,33,659.921066,questions.html
20.92,8,661.319146,questions.html
16.88,12,663.023894,questions.html
-5.6,10,664.414883,questions.html--partial
-0.57,7,666.105785,questions.html--partial
20.42,8,667.658976,questions.html
-0.55,5,669.053706,questions.html--partial
17.79,21,671.270844,questions.html
17.85,15,673.435355,questions.html
16.18,32,675.744874,questions.html
13.14,36,678.332862,questions.html
-1.09,9,680.245053,questions.html--partial
-2.06,6,681.52381,questions.html--partial
17.23,27,684.24799,questions.html
12.64,36,687.098487,questions.html
19.92,8,688.550307,questions.html
18.91,9,690.008215,questions.html
20.94,6,691.355848,questions.html
20.4,10,692.941914,questions.html
12.65,35,695.820077,questions.html
20.41,9,697.416152,questions.html
20.37,13,699.134935,questions.html
13.77,23,701.477237,questions.html
-2.1,10,702.862981,questions.html--partial
6.98,52,705.69586,questions.html
-4.62,12,707.546232,questions.html--partial
20.36,14,710.007397,questions.html
12.18,32,712.948372,questions.html
17.31,19,715.587055,questions.html
17.79,21,718.033187,questions.html
-2.05,5,719.339856,questions.html--partial
19.83,17,720.993691,questions.html
16.85,15,722.861453,questions.html
20.4,10,724.463301,questions.html
18.85,15,726.566929,questions.html
-3.19,19,728.349337,questions.html--partial
21.41,9,729.916833,questions.html
17.82,18,732.078109,questions.html
16.68,32,734.662499,questions.html
-5.05,5,735.965045,questions.html--partial
11.32,18,738.574781,questions.html
17.22,28,741.529052,questions.html
20.39,11,744.092751,questions.html
15.16,34,747.200095,questions.html
17.79,21,749.72389,questions.html
13.79,21,751.593124,questions.html
13.78,22,753.807091,questions.html
18.89,11,755.458134,questions.html
20.35,15,757.236587,questions.html
19.81,19,759.410484,questions.html
-1.08,8,760.885431,questions.html--partial
20.42,8,762.414365,questions.html
-0.07,7,764.305608,questions.html--partial
20.8,20,766.560672,questions.html
-1.59,9,768.150232,questions.html--partial
16.22,28,770.657848,questions.html
13.26,24,773.399278,questions.html
20.26,24,776.143975,questions.html
20.32,18,778.778807,questions.html
16.78,22,781.296207,questions.html
19.9,10,782.789049,questions.html
16.88,12,784.45992,questions.html
20.95,5,785.849352,questions.html
13.33,17,788.195317,questions.html
-7.65,15,790.596376,questions.html--partial
21.44,6,792.198838,questions.html
14.42,8,794.27985,questions.html
20.77,23,796.886259,questions.html
21.9,10,799.315796,questions.html
21.41,9,801.282593,questions.html
12.21,29,804.295088,questions.html
18.31,19,807.494357,questions.html
-0.12,12,810.465776,questions.html--partial
20.29,21,813.657694,questions.html
20.85,15,816.51029,questions.html
-3.54,4,817.841534,questions.html--partial
-2.08,8,819.68854,questions.html--partial
18.88,12,821.580433,questions.html
21.37,13,823.908372,questions.html
15.71,29,826.927731,questions.html
20.38,12,829.179125,questions.html
19.37,13,831.283917,questions.html
-0.59,9,833.529451,questions.html--partial
16.84,16,836.490156,questions.html
-1.09,9,838.237719,questions.html--partial
-3.52,2,839.27709,questions.html--partial
-1.11,11,841.934719,questions.html--partial
-2.18,18,844.669145,questions.html--partial
22.37,13,847.203072,questions.html
12.55,45,850.774394,questions.html
18.88,12,853.014004,questions.html
16.74,26,855.339924,questions.html
13.79,21,857.392696,questions.html
16.14,36,860.377951,questions.html
18.85,15,863.178011,questions.html
-1.61,11,865.225601,questions.html--partial
-1.56,6,867.315325,questions.html--partial
-1.68,18,869.892914,questions.html--partial
-0.63,13,871.860453,questions.html--partial
21.38,12,873.772148,questions.html
21.39,11,875.802317,questions.html
20.35,15,878.855099,questions.html
22.39,11,882.011268,questions.html
22.38,12,885.229814,questions.html
-0.65,15,887.836926,questions.html--partial
18.83,17,889.820977,questions.html
20.95,5,891.346299,questions.html
16.86,14,893.293477,questions.html
15.29,21,895.698646,questions.html
18.71,29,899.024985,questions.html
-1.08,8,900.835581,questions.html--partial
17.31,19,903.109407,questions.html
21.85,15,905.933727,questions.html
18.82,18,908.844105,questions.html
18.35,15,911.029659,questions.html
-0.56,6,912.967432,questions.html--partial
-1.14,14,915.889083,questions.html--partial
-1.63,13,918.733704,questions.html--partial
22.33,17,921.928594,questions.html
18.84,16,924.761953,questions.html
16.86,14,926.658724,questions.html
11.8,20,928.879727,questions.html
7.74,26,932.281357,questions.html
-3.05,5,934.142989,questions.html--partial
-2.07,7,936.131469,questions.html--partial
19.36,14,938.216792,questions.html
20.39,11,939.9165,questions.html
15.76,24,942.410874,questions.html
-1.6,10,944.266292,questions.html--partial
21.44,6,945.924643,questions.html
17.35,15,947.956775,questions.html
22.41,9,951.076572,questions.html
19.3,20,954.206254,questions.html
-3.53,3,955.633572,questions.html--partial
17.75,25,959.221333,questions.html
19.88,12,961.071833,questions.html
19.93,7,963.044262,questions.html
-1.06,6,964.464535,questions.html--partial
21.35,15,966.68628,questions.html
17.72,28,970.636275,questions.html
-0.58,8,972.869746,questions.html--partial
20.38,12,975.424624,questions.html
16.68,32,979.477748,questions.html
20.79,21,982.966758,questions.html
20.38,12,985.473265,questions.html
20.36,14,988.25159,questions.html
14.19,31,992.84816,questions.html
18.22,28,997.490959,questions.html
20.23,27,1001.598737,questions.html
-1.61,11,1004.012798,questions.html--partial
-10.08,8,1006.344455,questions.html--partial
20.88,12,1008.172902,questions.html
14.88,12,1010.017611,questions.html
-2.57,7,1011.807271,questions.html--partial
19.84,16,1015.653537,questions.html
18.32,18,1018.172249,questions.html
21.42,8,1019.973798,questions.html
17.79,21,1022.797133,questions.html
20.81,19,1025.456373,questions.html
-5.14,14,1027.530261,questions.html--partial
19.33,17,1029.946785,questions.html
20.24,26,1033.515924,questions.html
19.29,21,1036.912322,questions.html
20.22,28,1040.412104,questions.html
-1.58,8,1042.913006,questions.html--partial
20.82,18,1046.231637,questions.html
14.85,15,1048.578907,questions.html
20.84,16,1050.81527,questions.html
16.27,23,1053.435069,questions.html
21.82,18,1056.731039,questions.html
19.17,33,1060.164376,questions.html
16.32,18,1062.414749,questions.html
16.69,31,1065.903614,questions.html
21.92,8,1068.156209,questions.html
21.39,11,1070.075616,questions.html
19.32,18,1072.542984,questions.html
18.16,34,1077.169247,questions.html
20.27,23,1080.575898,questions.html
-1.15,15,1083.455951,questions.html--partial
15.51,49,1087.445417,questions.html
-1.05,5,1089.26937,questions.html--partial
17.81,19,1091.412973,questions.html
20.87,13,1093.211387,questions.html
19.32,18,1095.503161,questions.html
16.61,39,1098.798641,questions.html
21.33,17,1100.913774,questions.html
21.29,21,1103.48654,questions.html
21.78,22,1107.154181,questions.html
20.78,22,1109.965498,questions.html
21.43,7,1111.83026,questions.html
-4.63,13,1113.988243,questions.html--partial
20.13,37,1117.620441,questions.html
21.13,37,1121.495496,questions.html
18.24,26,1125.135262,questions.html
20.76,24,1128.288388,questions.html
-2.59,9,1130.234424,questions.html--partial
18.88,12,1131.932856,questions.html
18.81,19,1134.076334,questions.html
10.09,41,1136.937895,questions.html
21.84,16,1139.770475,questions.html
-1.08,8,1141.531663,questions.html--partial
-1.57,7,1143.228231,questions.html--partial
20.82,18,1145.820538,questions.html
20.8,20,1148.7376,questions.html
-1.11,11,1150.650007,questions.html--partial
19.29,21,1153.055062,questions.html
19.11,39,1156.89575,questions.html
-0.56,6,1158.695302,questions.html--partial
13.09,41,1162.861505,questions.html
-1.72,22,1165.477392,questions.html--partial
-2.06,6,1166.985255,questions.html--partial
18.85,15,1168.7412,questions.html
19.87,13,1170.68122,questions.html
21.42,8,1172.375823,questions.html
20.77,23,1175.421549,questions.html
18.27,23,1177.755813,questions.html
18.28,22,1180.225791,questions.html
19.72,28,1183.103069,questions.html
21.82,18,1185.699574,questions.html
21.3,20,1187.983556,questions.html
20.3,20,1190.446918,questions.html
20.3,20,1193.696872,questions.html
-1.72,22,1196.586631,questions.html--partial
-0.37,37,1199.901438,questions.html--partial
21.61,39,1203.756581,questions.html
-2.03,3,1205.09963,questions.html--partial
-1.1,10,1206.714796,questions.html--partial
19.91,9,1208.318845,questions.html
18.2,30,1210.871326,questions.html
19.84,16,1213.402023,questions.html
20.36,14,1215.451969,questions.html
11.2,30,1218.600891,questions.html
21.87,13,1220.81665,questions.html
20.86,14,1223.248009,questions.html
14.37,13,1225.770359,questions.html
-1.54,4,1227.667106,questions.html--partial
-1.17,17,1230.390603,questions.html--partial
21.22,28,1233.705307,questions.html
16.06,44,1237.797351,questions.html
20.83,17,1240.783111,questions.html
20.88,12,1242.612458,questions.html
12.76,24,1245.194514,questions.html
19.82,18,1247.066771,questions.html
20.28,22,1249.356986,questions.html
20.81,19,1252.062933,questions.html
19.36,14,1254.192553,questions.html
21.37,13,1256.252645,questions.html
20.85,15,1258.743144,questions.html
-0.08,8,1260.920243,questions.html--partial
19.4,10,1262.822278,questions.html
18.22,28,1265.55551,questions.html
21.24,26,1269.042738,questions.html
18.3,20,1272.120934,questions.html
14.96,54,1276.538061,questions.html
21.84,16,1279.198239,questions.html
19.86,14,1281.117445,questions.html
19.87,13,1282.857041,questions.html
20.93,7,1284.371674,questions.html
19.4,10,1286.182887,questions.html
20.81,19,1288.84944,questions.html
12.06,44,1291.97082,questions.html
20.26,24,1294.180378,questions.html
20.83,17,1296.712661,questions.html
20.8,20,1299.420006,questions.html
21.39,11,1301.404199,questions.html
-3.17,17,1303.54674,questions.html--partial
-0.22,22,1306.417441,questions.html--partial
20.3,20,1309.450568,questions.html
18.21,29,1312.830476,questions.html
19.74,26,1316.319081,questions.html
-2.05,5,1317.856464,questions.html--partial
-1.04,4,1319.239859,questions.html--partial
19.85,15,1321.101934,questions.html
16.25,25,1323.495581,questions.html
19.78,22,1326.24736,questions.html
21.39,11,1328.139176,questions.html
21.42,8,1330.033932,questions.html
19.84,16,1332.573225,questions.html
20.79,21,1335.380313,questions.html
20.38,12,1337.413939,questions.html
18.35,15,1339.645227,questions.html
15.04,46,1343.868936,questions.html
13.0,50,1348.190414,questions.html
18.26,24,1351.46581,questions.html
15.61,39,1355.915984,questions.html
20.95,5,1357.60318,questions.html
11.7,30,1360.062204,questions.html
18.87,13,1361.8273,questions.html
-4.26,26,1364.380135,questions.html--partial
21.89,11,1367.092217,questions.html
21.41,9,1369.141347,questions.html
20.24,26,1371.892029,questions.html
19.76,24,1374.797449,questions.html
20.85,15,1377.820952,questions.html
18.33,17,1380.274217,questions.html
20.38,12,1382.747303,questions.html
20.29,21,1385.977283,questions.html
22.27,23,1389.26041,questions.html
21.27,23,1392.425187,questions.html
18.81,19,1395.407287,questions.html
20.9,10,1397.205292,questions.html
18.86,14,1399.008819,questions.html
-1.05,5,1400.440141,questions.html--partial
20.38,12,1402.336827,questions.html
16.73,27,1405.116899,questions.html
17.31,19,1407.580759,questions.html
20.4,10,1409.575487,questions.html
20.82,18,1412.398385,questions.html
20.76,24,1415.301833,questions.html
20.3,20,1417.519867,questions.html
20.36,14,1419.704356,questions.html
-0.15,15,1422.344298,questions.html--partial
18.21,29,1425.757033,questions.html
21.29,21,1429.031234,questions.html
21.9,10,1431.489136,questions.html
20.91,9,1433.190772,questions.html
18.79,21,1435.169212,questions.html
-1.08,8,1436.694952,questions.html--partial
-3.06,6,1438.277479,questions.html--partial
17.83,17,1440.753132,questions.html
21.31,19,1443.119507,questions.html
21.41,9,1444.880119,questions.html
18.77,23,1447.870943,questions.html
21.84,16,1450.624612,questions.html
21.37,13,1452.734786,questions.html
20.31,19,1455.110277,questions.html
21.28,22,1458.331481,questions.html
20.23,27,1461.796896,questions.html
-0.58,8,1463.753418,questions.html--partial
20.76,24,1466.762477,questions.html
19.86,14,1468.788077,questions.html
-3.1,10,1470.452798,questions.html--partial
11.84,16,1472.780244,questions.html
17.08,42,1475.895738,questions.html
-1.66,16,1478.444867,questions.html--partial
21.38,12,1480.660424,questions.html
-2.08,8,1482.289867,questions.html--partial
17.74,26,1485.295363,questions.html
13.57,43,1488.674997,questions.html
21.35,15,1490.924301,questions.html
-1.59,9,1492.903807,questions.html--partial
20.26,24,1496.084348,questions.html
-0.14,14,1498.801507,questions.html--partial
17.17,33,1502.304574,questions.html
19.79,21,1505.156785,questions.html
19.79,21,1507.357264,questions.html
17.78,22,1509.376961,questions.html
15.81,19,1511.687075,questions.html
21.35,15,1513.837541,questions.html
19.77,23,1516.771668,questions.html
21.32,18,1518.953853,questions.html
21.4,10,1520.840095,questions.html
20.76,24,1523.672119,questions.html
20.7,30,1526.624239,questions.html
18.33,17,1528.855324,questions.html
17.16,34,1531.953971,questions.html
20.19,31,1535.504071,questions.html
-0.12,12,1537.957578,questions.html--partial
21.28,22,1541.166607,questions.html
17.49,51,1545.489302,questions.html
-2.05,5,1546.994831,questions.html--partial
20.95,5,1548.584365,questions.html
18.77,23,1550.775676,questions.html
20.21,29,1553.270812,questions.html
12.48,52,1557.260943,questions.html
21.33,17,1559.639477,questions.html
21.33,17,1561.911098,questions.html
-0.65,15,1564.046552,questions.html--partial
21.82,18,1566.625606,questions.html
21.26,24,1568.972263,questions.html
-2.55,5,1571.013525,questions.html--partial
20.21,29,1574.609635,questions.html
1.89,61,1578.651004,experience.html
-3.32,32,1581.840261,questions.html--partial
16.65,35,1585.171188,questions.html
-1.04,4,1586.689217,questions.html--partial
18.78,22,1588.891874,questions.html
20.94,6,1590.476413,questions.html
15.1,40,1593.502061,questions.html
20.58,42,1597.04949,questions.html
19.23,27,1599.557255,questions.html
-1.1,10,1601.447113,questions.html--partial
21.72,28,1604.674967,questions.html
21.79,21,1607.316368,questions.html
21.36,14,1609.311682,questions.html
21.24,26,1611.952078,questions.html
21.31,19,1614.986031,questions.html
-2.42,42,1618.623139,questions.html--partial
22.3,20,1621.749107,questions.html
18.74,26,1624.902517,questions.html
19.78,22,1627.147064,questions.html
19.86,14,1629.035578,questions.html
-1.05,5,1630.397534,questions.html--partial
19.33,17,1632.482512,questions.html
16.67,33,1635.818614,questions.html
21.32,18,1637.924579,questions.html
-1.54,4,1639.445202,questions.html--partial
20.75,25,1642.178569,questions.html
19.76,24,1644.922966,questions.html
21.38,12,1646.843261,questions.html
21.36,14,1649.076842,questions.html
18.91,59,1653.753345,questions.html
20.1,40,1658.103188,questions.html
22.19,31,1661.655271,questions.html
19.77,23,1664.797642,questions.html
20.92,8,1666.452268,questions.html
18.77,23,1668.54892,questions.html
15.57,43,1671.446977,questions.html
21.29,21,1673.810083,questions.html
20.78,22,1676.846059,questions.html
19.02,48,1680.011933,questions.html
20.38,12,1682.092245,questions.html
19.73,27,1685.179404,questions.html
-1.79,29,1687.55168,questions.html--partial
19.37,13,1689.50132,questions.html
21.25,25,1691.887444,questions.html
22.39,11,1694.375786,questions.html
22.37,13,1696.99789,questions.html
21.12,38,1700.332096,questions.html
19.86,14,1702.643056,questions.html
19.92,8,1704.077875,questions.html
19.83,17,1705.737906,questions.html
20.95,5,1707.053313,questions.html
19.3,20,1708.979762,questions.html
21.74,26,1711.67871,questions.html
21.31,19,1713.554893,questions.html
20.28,22,1715.912872,questions.html
21.76,24,1718.318841,questions.html
20.83,17,1720.533376,questions.html
20.3,20,1722.547563,questions.html
21.26,24,1724.818796,questions.html
19.15,35,1728.352691,questions.html
20.31,19,1731.645277,questions.html
22.34,16,1734.238949,questions.html
21.86,14,1736.638636,questions.html
19.92,8,1738.13272,questions.html
19.9,10,1739.584135,questions.html
19.88,12,1741.106686,questions.html
-0.59,9,1742.661578,questions.html--partial
21.88,12,1744.671153,questions.html
19.33,17,1746.54185,questions.html
21.38,12,1748.405677,questions.html
21.91,9,1750.296389,questions.html
21.89,11,1752.292978,questions.html
18.34,16,1754.356182,questions.html
20.31,19,1756.45115,questions.html
22.33,17,1759.024097,questions.html
20.14,36,1762.315295,questions.html
22.35,15,1764.833876,questions.html
21.89,11,1767.217603,questions.html
-3.04,4,1768.4451,questions.html--partial
19.88,12,1770.048863,questions.html
-1.04,4,1771.405061,questions.html--partial
18.38,12,1773.081079,questions.html
20.84,16,1775.376951,questions.html
21.31,19,1777.462434,questions.html
21.37,13,1779.398185,questions.html
21.87,13,1781.656421,questions.html
20.76,24,1784.964272,questions.html
21.39,11,1786.74001,questions.html
-0.57,7,1788.409211,questions.html--partial
19.24,26,1792.297608,questions.html
22.17,33,1796.292336,questions.html
22.27,23,1799.317609,questions.html
-5.81,31,1802.065201,questions.html--partial
19.81,19,1803.909578,questions.html
20.91,9,1805.4084,questions.html
