#{"t_start": 1761241569.9947386, "env_id": "None"}
r,l,t,page
20.18,32,3491.708238,questions.html
21.77,23,3494.268943,questions.html
20.38,12,3496.124243,questions.html
20.28,22,3498.202735,questions.html
21.81,19,3500.614929,questions.html
21.69,31,3503.606328,questions.html
20.17,33,3506.14952,questions.html
21.38,12,3508.370805,questions.html
22.36,14,3511.111184,questions.html
22.2,30,3514.20908,questions.html
-0.12,12,3516.32913,questions.html--partial
21.92,8,3518.467868,questions.html
-1.06,6,3519.784676,questions.html--partial
19.9,10,3521.35974,questions.html
19.84,16,3523.263227,questions.html
19.36,14,3525.171159,questions.html
21.9,10,3527.187364,questions.html
21.21,29,3529.605077,questions.html
21.38,12,3531.397261,questions.html
21.82,18,3533.731062,questions.html
21.92,8,3535.718773,questions.html
-0.63,13,3537.419194,questions.html--partial
20.32,18,3539.773663,questions.html
22.36,14,3542.161738,questions.html
20.21,29,3545.045242,questions.html
22.34,16,3547.569396,questions.html
21.86,14,3549.931204,questions.html
20.88,12,3551.577925,questions.html
20.9,10,3553.115277,questions.html
20.92,8,3554.613036,questions.html
20.43,7,3556.242333,questions.html
21.82,18,3558.46326,questions.html
21.4,10,3560.140659,questions.html
21.35,15,3562.027693,questions.html
21.79,21,3564.304955,questions.html
21.92,8,3566.231466,questions.html
21.39,11,3567.911108,questions.html
21.44,6,3569.632192,questions.html
22.38,12,3572.159528,questions.html
22.27,23,3575.008874,questions.html
22.25,25,3578.035949,questions.html
21.92,8,3580.383673,questions.html
-1.05,5,3581.745987,questions.html--partial
19.92,8,3583.26537,questions.html
-2.03,3,3584.462298,questions.html--partial
21.31,19,3586.843464,questions.html
21.91,9,3588.939128,questions.html
21.4,10,3590.700607,questions.html
20.39,11,3592.538367,questions.html
20.88,12,3594.634444,questions.html
20.87,13,3596.835794,questions.html
20.3,20,3599.048855,questions.html
21.43,7,3600.896014,questions.html
22.35,15,3603.627291,questions.html
21.27,23,3606.587891,questions.html
22.32,18,3609.33704,questions.html
20.83,17,3612.026148,questions.html
20.95,5,3613.455195,questions.html
20.89,11,3614.994377,questions.html
-2.03,3,3616.20093,questions.html--partial
21.4,10,3617.871546,questions.html
20.87,13,3620.257482,questions.html
21.36,14,3622.145125,questions.html
20.36,14,3623.924731,questions.html
21.82,18,3626.501161,questions.html
21.91,9,3628.77479,questions.html
-2.06,6,3630.314717,questions.html--partial
20.34,16,3632.454459,questions.html
22.33,17,3635.348339,questions.html
-0.56,6,3637.69474,questions.html--partial
22.29,21,3640.573044,questions.html
21.84,16,3643.153178,questions.html
-1.04,4,3644.533548,questions.html--partial
20.88,12,3646.226508,questions.html
20.91,9,3647.958548,questions.html
-0.57,7,3649.568469,questions.html--partial
21.9,10,3651.817065,questions.html
-0.57,7,3653.372869,questions.html--partial
21.34,16,3655.216956,questions.html
21.87,13,3657.470632,questions.html
21.76,24,3659.857677,questions.html
21.38,12,3661.597701,questions.html
21.28,22,3663.972693,questions.html
22.33,17,3666.651681,questions.html
22.26,24,3669.652264,questions.html
20.0,50,3673.310882,questions.html
-0.61,11,3675.229458,questions.html--partial
20.91,9,3676.704989,questions.html
-1.05,5,3677.971854,questions.html--partial
-1.07,7,3679.304511,questions.html--partial
21.27,23,3681.3838,questions.html
21.81,19,3683.831341,questions.html
20.32,18,3685.723656,questions.html
21.35,15,3687.510754,questions.html
21.71,29,3690.123951,questions.html
20.44,56,3693.90286,questions.html
-1.58,8,3695.472348,questions.html--partial
21.38,12,3697.366861,questions.html
20.97,53,3701.205506,questions.html
21.4,10,3703.632058,questions.html
22.35,15,3706.136842,questions.html
20.7,30,3708.985738,questions.html
20.9,10,3710.569044,questions.html
20.94,6,3711.898123,questions.html
19.75,25,3713.929028,questions.html
21.31,19,3715.980082,questions.html
20.82,18,3718.160601,questions.html
21.22,28,3720.569858,questions.html
21.43,7,3722.154116,questions.html
21.78,22,3724.695781,questions.html
21.55,45,3727.899086,questions.html
21.31,19,3729.96214,questions.html
20.3,20,3732.314905,questions.html
22.24,26,3735.196407,questions.html
-0.27,27,3737.859361,questions.html--partial
22.22,28,3740.892119,questions.html
21.76,24,3743.625591,questions.html
20.83,17,3745.618542,questions.html
20.94,6,3747.07945,questions.html
20.89,11,3748.660732,questions.html
20.4,10,3750.324894,questions.html
20.82,18,3752.650193,questions.html
20.29,21,3754.662483,questions.html
21.35,15,3756.562243,questions.html
20.81,19,3759.03875,questions.html
21.78,22,3761.558488,questions.html
21.33,17,3763.634793,questions.html
21.23,27,3765.985119,questions.html
19.27,23,3768.72676,questions.html
21.2,30,3771.766976,questions.html
21.34,16,3774.35279,questions.html
21.89,11,3776.610734,questions.html
-1.07,7,3778.019087,questions.html--partial
20.94,6,3779.582029,questions.html
20.91,9,3781.049133,questions.html
21.44,6,3782.633643,questions.html
21.84,16,3784.818934,questions.html
21.35,15,3786.62937,questions.html
21.39,11,3788.349979,questions.html
21.89,11,3790.326426,questions.html
21.74,26,3792.948796,questions.html
20.41,9,3794.569456,questions.html
-0.55,5,3796.211991,questions.html--partial
22.25,25,3798.982791,questions.html
21.32,18,3801.581237,questions.html
20.09,41,3804.817321,questions.html
20.85,15,3807.123958,questions.html
19.85,15,3808.835998,questions.html
19.83,17,3810.662792,questions.html
20.93,7,3812.092582,questions.html
21.38,12,3813.916298,questions.html
21.91,9,3815.877598,questions.html
21.31,19,3817.835855,questions.html
20.34,16,3819.675931,questions.html
21.87,13,3821.741654,questions.html
20.85,15,3823.906841,questions.html
-1.06,6,3825.344033,questions.html--partial
21.41,9,3827.157031,questions.html
22.32,18,3829.695171,questions.html
21.35,15,3832.203381,questions.html
22.39,11,3834.5499,questions.html
19.86,14,3836.841089,questions.html
-1.04,4,3838.146993,questions.html--partial
19.9,10,3839.610488,questions.html
19.92,8,3841.021443,questions.html
21.37,13,3842.726964,questions.html
21.89,11,3844.744393,questions.html
21.38,12,3846.437128,questions.html
-1.24,24,3848.357324,questions.html--partial
-0.06,6,3850.108329,questions.html--partial
19.84,16,3852.406088,questions.html
21.39,11,3854.106807,questions.html
21.42,8,3855.833182,questions.html
22.24,26,3858.635725,questions.html
-0.1,10,3860.728839,questions.html--partial
22.3,20,3863.331491,questions.html
21.89,11,3865.542767,questions.html
-1.07,7,3866.903128,questions.html--partial
19.84,16,3868.48312,questions.html
20.9,10,3869.926234,questions.html
-0.56,6,3871.345087,questions.html--partial
21.86,14,3873.429416,questions.html
-1.54,4,3874.82418,questions.html--partial
21.4,10,3876.498826,questions.html
21.73,27,3878.988033,questions.html
21.88,12,3881.041182,questions.html
19.25,25,3883.23846,questions.html
20.38,12,3885.111491,questions.html
22.15,35,3888.279284,questions.html
22.23,27,3891.185021,questions.html
21.18,32,3894.202788,questions.html
21.87,13,3896.488417,questions.html
20.92,8,3897.922667,questions.html
-2.03,3,3899.088581,questions.html--partial
20.91,9,3900.507463,questions.html
21.43,7,3902.03807,questions.html
20.8,20,3904.328591,questions.html
21.41,9,3905.937702,questions.html
19.27,23,3908.054438,questions.html
21.71,29,3910.584849,questions.html
21.83,17,3912.761622,questions.html
20.28,22,3914.763678,questions.html
20.35,15,3916.716154,questions.html
21.08,42,3920.111424,questions.html
21.32,18,3922.736669,questions.html
22.19,31,3925.845687,questions.html
21.81,19,3928.265757,questions.html
19.86,14,3929.900531,questions.html
20.78,22,3931.704635,questions.html
20.85,15,3933.328303,questions.html
-0.56,6,3934.747671,questions.html--partial
21.76,24,3937.119295,questions.html
20.4,10,3938.77918,questions.html
21.33,17,3940.658605,questions.html
20.64,36,3943.47509,questions.html
21.88,12,3945.491377,questions.html
20.36,14,3947.443901,questions.html
19.11,39,3950.109367,questions.html
21.25,25,3952.934093,questions.html
20.29,21,3955.792241,questions.html
18.0,50,3959.31591,questions.html
21.71,29,3962.058825,questions.html
-1.07,7,3963.46192,questions.html--partial
19.91,9,3964.900309,questions.html
15.61,39,3967.214168,questions.html
20.32,18,3969.041825,questions.html
21.85,15,3971.347159,questions.html
-1.1,10,3972.888922,questions.html--partial
-1.58,8,3974.378268,questions.html--partial
21.86,14,3976.49238,questions.html
20.66,34,3979.166874,questions.html
21.3,20,3981.099701,questions.html
21.38,12,3982.973284,questions.html
21.1,40,3986.136136,questions.html
22.18,32,3989.244903,questions.html
22.13,37,3992.388083,questions.html
19.72,28,3995.089425,questions.html
19.8,20,3997.063926,questions.html
18.9,10,3998.504056,questions.html
20.84,16,4000.131157,questions.html
21.41,9,4001.675389,questions.html
20.8,20,4004.089142,questions.html
21.39,11,4005.819965,questions.html
19.99,51,4008.672522,questions.html
19.54,46,4011.720423,questions.html
20.75,25,4014.184352,questions.html
18.24,26,4016.328594,questions.html
21.4,10,4018.123102,questions.html
21.32,18,4020.725961,questions.html
21.35,15,4023.374309,questions.html
21.3,20,4025.964876,questions.html
21.88,12,4028.221497,questions.html
20.94,6,4029.613464,questions.html
20.92,8,4030.995906,questions.html
19.91,9,4032.418219,questions.html
21.35,15,4034.192237,questions.html
20.86,14,4036.345722,questions.html
19.34,16,4038.200902,questions.html
21.35,15,4039.956739,questions.html
20.85,15,4042.081424,questions.html
17.73,27,4044.588389,questions.html
-1.59,9,4046.174689,questions.html--partial
21.44,6,4047.832837,questions.html
22.34,16,4050.349616,questions.html
22.37,13,4052.832778,questions.html
22.37,13,4055.234605,questions.html
20.85,15,4057.558957,questions.html
20.9,10,4059.105958,questions.html
20.89,11,4060.82143,questions.html
20.92,8,4062.235569,questions.html
21.43,7,4063.755255,questions.html
21.81,19,4065.990522,questions.html
21.35,15,4067.850604,questions.html
21.38,12,4069.518388,questions.html
21.76,24,4071.900467,questions.html
21.87,13,4073.957122,questions.html
21.38,12,4075.65533,questions.html
21.31,19,4077.8015,questions.html
22.31,19,4080.508465,questions.html
22.19,31,4083.597754,questions.html
22.29,21,4086.22108,questions.html
21.85,15,4088.529341,questions.html
20.95,5,4089.883506,questions.html
20.92,8,4091.262655,questions.html
20.85,15,4092.886204,questions.html
19.34,16,4094.930436,questions.html
21.83,17,4097.121721,questions.html
21.41,9,4098.804608,questions.html
20.36,14,4100.570283,questions.html
20.84,16,4102.678025,questions.html
19.88,12,4104.718681,questions.html
21.4,10,4106.395679,questions.html
21.4,10,4108.209286,questions.html
-0.59,9,4110.49728,questions.html--partial
21.37,13,4112.905608,questions.html
22.33,17,4115.530537,questions.html
21.93,7,4117.620259,questions.html
20.9,10,4119.153733,questions.html
20.91,9,4120.617022,questions.html
20.95,5,4121.92897,questions.html
21.17,33,4124.221661,questions.html
20.91,9,4126.168739,questions.html
20.4,10,4127.838371,questions.html
21.41,9,4129.415931,questions.html
21.9,10,4131.442937,questions.html
21.89,11,4133.45758,questions.html
21.36,14,4135.41633,questions.html
21.43,7,4137.174115,questions.html
22.39,11,4139.438339,questions.html
0.42,8,4141.654431,questions.html--partial
21.33,17,4144.218454,questions.html
20.86,14,4146.572467,questions.html
20.91,9,4148.117432,questions.html
-1.05,5,4149.39081,questions.html--partial
-1.04,4,4150.604063,questions.html--partial
21.43,7,4152.101494,questions.html
21.79,21,4154.408813,questions.html
21.38,12,4156.16596,questions.html
21.39,11,4157.829316,questions.html
21.92,8,4159.678034,questions.html
21.85,15,4161.788592,questions.html
21.38,12,4163.582057,questions.html
-0.55,5,4165.450953,questions.html--partial
22.38,12,4167.896399,questions.html
22.31,19,4170.620788,questions.html
22.28,22,4173.305652,questions.html
21.89,11,4175.511819,questions.html
-1.04,4,4176.79467,questions.html--partial
-2.03,3,4177.940478,questions.html--partial
-1.04,4,4179.211427,questions.html--partial
21.41,9,4180.821522,questions.html
21.9,10,4182.964228,questions.html
20.39,11,4184.644825,questions.html
21.31,19,4186.526083,questions.html
-0.59,9,4188.167773,questions.html--partial
21.82,18,4190.372357,questions.html
-1.54,4,4191.723855,questions.html--partial
21.44,6,4193.404436,questions.html
21.26,24,4196.235268,questions.html
22.32,18,4198.829307,questions.html
22.38,12,4201.185702,questions.html
21.91,9,4203.360978,questions.html
-1.04,4,4204.645012,questions.html--partial
20.94,6,4205.958969,questions.html
20.94,6,4207.287141,questions.html
20.37,13,4208.993458,questions.html
21.73,27,4211.542066,questions.html
21.43,7,4213.113611,questions.html
-0.55,5,4214.518681,questions.html--partial
21.85,15,4216.596086,questions.html
21.89,11,4218.589339,questions.html
20.34,16,4220.416555,questions.html
21.36,14,4222.462162,questions.html
22.25,25,4225.212657,questions.html
22.32,18,4227.864845,questions.html
22.29,21,4230.497091,questions.html
21.92,8,4232.628355,questions.html
19.89,11,4234.190094,questions.html
20.91,9,4235.618314,questions.html
-1.05,5,4236.86498,questions.html--partial
20.35,15,4238.615759,questions.html
21.82,18,4240.82429,questions.html
20.38,12,4242.614198,questions.html
20.35,15,4244.450937,questions.html
-0.07,7,4246.247078,questions.html--partial
20.81,19,4248.46434,questions.html
-0.57,7,4249.961426,questions.html--partial
21.39,11,4251.802582,questions.html
22.35,15,4254.250174,questions.html
22.25,25,4257.047394,questions.html
21.4,10,4259.419106,questions.html
21.82,18,4262.0547,questions.html
20.95,5,4263.448903,questions.html
19.91,9,4264.886291,questions.html
20.93,7,4266.245075,questions.html
21.35,15,4268.027183,questions.html
-1.05,5,4269.703607,questions.html--partial
21.42,8,4271.312745,questions.html
21.37,13,4273.026067,questions.html
20.7,30,4275.6031,questions.html
21.89,11,4277.626711,questions.html
21.38,12,4279.327384,questions.html
21.34,16,4281.295141,questions.html
22.15,35,4284.297655,questions.html
0.36,14,4286.69331,questions.html--partial
21.17,33,4289.691337,questions.html
-0.08,8,4291.877165,questions.html--partial
17.86,14,4293.516505,questions.html
19.88,12,4295.18455,questions.html
20.88,12,4296.705576,questions.html
21.38,12,4298.373856,questions.html
21.89,11,4300.358305,questions.html
21.42,8,4301.951975,questions.html
21.37,13,4303.711823,questions.html
21.83,17,4305.888336,questions.html
21.72,28,4308.502221,questions.html
20.36,14,4310.284765,questions.html
21.27,23,4312.49578,questions.html
21.13,37,4315.594168,questions.html
22.32,18,4318.138323,questions.html
22.3,20,4320.875401,questions.html
21.72,28,4323.699994,questions.html
20.9,10,4325.339427,questions.html
20.9,10,4326.799183,questions.html
18.84,16,4328.473586,questions.html
21.4,10,4330.070694,questions.html
21.71,29,4332.560356,questions.html
21.41,9,4334.174165,questions.html
21.42,8,4335.730759,questions.html
-0.62,12,4337.662838,questions.html--partial
21.87,13,4339.741761,questions.html
-0.6,10,4341.355968,questions.html--partial
21.44,6,4343.051375,questions.html
21.33,17,4345.559828,questions.html
22.38,12,4347.899209,questions.html
22.27,23,4350.643376,questions.html
21.91,9,4352.808172,questions.html
-1.04,4,4354.083654,questions.html--partial
20.89,11,4355.644968,questions.html
-1.05,5,4356.90898,questions.html--partial
21.33,17,4358.71352,questions.html
20.8,20,4360.970643,questions.html
21.33,17,4363.062161,questions.html
21.37,13,4364.819253,questions.html
21.87,13,4366.956946,questions.html
21.74,26,4369.585164,questions.html
20.35,15,4371.476779,questions.html
21.38,12,4373.440015,questions.html
22.39,11,4375.840812,questions.html
22.41,9,4378.223014,questions.html
18.11,39,4381.445453,questions.html
-0.59,9,4383.371218,questions.html--partial
-1.04,4,4384.658937,questions.html--partial
20.86,14,4386.328761,questions.html
20.93,7,4387.762231,questions.html
19.39,11,4389.385763,questions.html
21.74,26,4391.825705,questions.html
21.41,9,4393.575863,questions.html
21.25,25,4395.906863,questions.html
21.84,16,4398.25895,questions.html
21.78,22,4400.810424,questions.html
21.31,19,4402.823167,questions.html
19.39,11,4404.757856,questions.html
21.07,43,4408.0928,questions.html
22.32,18,4410.905449,questions.html
22.26,24,4413.734435,questions.html
21.86,14,4416.072344,questions.html
20.91,9,4417.574675,questions.html
20.94,6,4418.988935,questions.html
20.8,20,4420.94461,questions.html
21.39,11,4422.608596,questions.html
21.8,20,4424.937528,questions.html
21.33,17,4426.812706,questions.html
21.32,18,4428.801687,questions.html
21.91,9,4430.701897,questions.html
-0.06,6,4432.543905,questions.html--partial
21.41,9,4434.225127,questions.html
-0.55,5,4435.903178,questions.html--partial
22.38,12,4438.339933,questions.html
21.35,15,4440.8637,questions.html
22.3,20,4443.561003,questions.html
-1.11,11,4445.706313,questions.html--partial
-1.06,6,4447.05499,questions.html--partial
20.93,7,4448.378913,questions.html
20.91,9,4449.80538,questions.html
21.38,12,4451.490664,questions.html
21.86,14,4453.60999,questions.html
21.37,13,4455.362171,questions.html
19.34,16,4457.183616,questions.html
21.93,7,4459.089269,questions.html
20.89,11,4461.152675,questions.html
21.42,8,4462.773391,questions.html
21.39,11,4464.71864,questions.html
22.31,19,4467.472361,questions.html
22.31,19,4470.172148,questions.html
21.3,20,4472.982527,questions.html
21.85,15,4476.97843,questions.html
20.94,6,4478.421266,questions.html
20.93,7,4479.810124,questions.html
-2.07,7,4481.137358,questions.html--partial
21.37,13,4482.873772,questions.html
21.86,14,4485.180258,questions.html
21.31,19,4487.241995,questions.html
21.35,15,4489.227408,questions.html
21.88,12,4491.308094,questions.html
21.89,11,4493.415199,questions.html
21.32,18,4495.375309,questions.html
20.35,15,4497.338989,questions.html
21.33,17,4499.855922,questions.html
22.24,26,4502.76521,questions.html
22.31,19,4505.349211,questions.html
21.88,12,4507.617314,questions.html
-1.05,5,4508.978418,questions.html--partial
20.9,10,4510.426351,questions.html
20.92,8,4511.818841,questions.html
21.25,25,4514.005257,questions.html
21.9,10,4516.00794,questions.html
21.42,8,4517.653991,questions.html
20.4,10,4519.28651,questions.html
21.81,19,4521.586642,questions.html
21.8,20,4523.92365,questions.html
18.34,16,4525.825579,questions.html
21.37,13,4527.808473,questions.html
22.34,16,4530.459525,questions.html
22.35,15,4533.184796,questions.html
22.26,24,4536.048307,questions.html
21.89,11,4538.326233,questions.html
20.86,14,4540.246754,questions.html
20.8,20,4542.17155,questions.html
20.86,14,4543.916097,questions.html
20.26,24,4546.291221,questions.html
21.72,28,4548.930592,questions.html
21.39,11,4550.739131,questions.html
21.37,13,4552.470186,questions.html
21.79,21,4554.892664,questions.html
21.92,8,4556.84909,questions.html
20.33,17,4558.778474,questions.html
21.4,10,4560.615932,questions.html
22.33,17,4563.132843,questions.html
22.33,17,4565.777205,questions.html
22.18,32,4568.756578,questions.html
20.87,13,4571.034149,questions.html
-1.05,5,4572.357124,questions.html--partial
20.93,7,4573.741624,questions.html
19.87,13,4575.288132,questions.html
20.28,22,4577.271559,questions.html
21.84,16,4579.438417,questions.html
21.42,8,4581.261504,questions.html
21.37,13,4582.977667,questions.html
21.76,24,4585.499285,questions.html
21.92,8,4587.405079,questions.html
21.41,9,4589.182151,questions.html
21.4,10,4591.17844,questions.html
21.19,31,4594.269159,questions.html
22.39,11,4596.962494,questions.html
22.18,32,4600.113384,questions.html
21.93,7,4602.29536,questions.html
-2.03,3,4603.485149,questions.html--partial
20.92,8,4604.952415,questions.html
20.92,8,4606.420524,questions.html
-0.55,5,4607.824347,questions.html--partial
21.84,16,4610.097639,questions.html
21.38,12,4611.925253,questions.html
20.33,17,4614.057619,questions.html
21.9,10,4616.220248,questions.html
21.82,18,4618.65001,questions.html
21.39,11,4620.603782,questions.html
21.39,11,4622.449281,questions.html
22.29,21,4625.244014,questions.html
21.01,49,4628.950237,questions.html
22.27,23,4631.733612,questions.html
21.81,19,4634.19477,questions.html
20.94,6,4635.620296,questions.html
20.8,20,4637.410606,questions.html
20.93,7,4638.825282,questions.html
21.38,12,4640.569603,questions.html
21.91,9,4642.534489,questions.html
20.33,17,4644.507287,questions.html
21.4,10,4646.279505,questions.html
21.62,38,4649.204008,questions.html
21.91,9,4651.148901,questions.html
-0.58,8,4652.872094,questions.html--partial
21.35,15,4654.873958,questions.html
22.33,17,4657.44867,questions.html
22.36,14,4659.89741,questions.html
21.31,19,4662.701607,questions.html
21.92,8,4665.213667,questions.html
20.92,8,4666.893293,questions.html
20.92,8,4668.400952,questions.html
-1.07,7,4669.750785,questions.html--partial
21.34,16,4671.634922,questions.html
21.89,11,4673.704929,questions.html
20.4,10,4675.384198,questions.html
21.41,9,4677.130058,questions.html
21.81,19,4679.569059,questions.html
21.86,14,4681.678812,questions.html
21.39,11,4683.473061,questions.html
-0.55,5,4685.116884,questions.html--partial
21.34,16,4687.738927,questions.html
22.38,12,4690.245227,questions.html
22.3,20,4693.013735,questions.html
20.83,17,4695.689384,questions.html
20.94,6,4697.173392,questions.html
20.94,6,4698.638636,questions.html
-1.06,6,4699.995859,questions.html--partial
21.37,13,4701.772105,questions.html
21.88,12,4704.020327,questions.html
20.35,15,4705.951998,questions.html
20.36,14,4707.800875,questions.html
20.86,14,4710.125459,questions.html
21.9,10,4712.345114,questions.html
21.34,16,4714.296019,questions.html
21.39,11,4716.189272,questions.html
22.32,18,4718.866919,questions.html
21.35,15,4721.62895,questions.html
22.4,10,4724.322318,questions.html
21.9,10,4726.737148,questions.html
20.91,9,4728.275142,questions.html
-1.06,6,4729.590196,questions.html--partial
20.95,5,4731.034603,questions.html
21.41,9,4732.622243,questions.html
21.81,19,4734.978321,questions.html
21.36,14,4736.769601,questions.html
-1.54,4,4738.111937,questions.html--partial
20.83,17,4740.500848,questions.html
21.86,14,4742.637828,questions.html
21.41,9,4744.294106,questions.html
20.42,8,4746.023525,questions.html
-1.57,7,4748.10982,questions.html--partial
22.4,10,4750.416895,questions.html
22.39,11,4752.826185,questions.html
21.89,11,4755.056647,questions.html
20.95,5,4756.468216,questions.html
19.88,12,4758.059091,questions.html
-1.05,5,4759.33946,questions.html--partial
17.22,28,4761.479885,questions.html
21.77,23,4763.887715,questions.html
21.38,12,4765.605653,questions.html
21.36,14,4767.386433,questions.html
21.85,15,4769.649446,questions.html
21.88,12,4771.795875,questions.html
21.39,11,4773.617816,questions.html
-0.59,9,4775.521436,questions.html--partial
22.34,16,4778.140144,questions.html
22.31,19,4781.047864,questions.html
22.36,14,4783.677782,questions.html
21.86,14,4786.049758,questions.html
20.92,8,4787.558396,questions.html
20.86,14,4789.30159,questions.html
20.88,12,4790.907617,questions.html
20.37,13,4792.779079,questions.html
21.92,8,4794.764205,questions.html
-0.56,6,4796.32621,questions.html--partial
20.32,18,4798.369398,questions.html
21.76,24,4800.804699,questions.html
21.89,11,4802.910321,questions.html
21.4,10,4804.706185,questions.html
21.33,17,4806.907258,questions.html
22.34,16,4809.514344,questions.html
22.24,26,4812.434115,questions.html
21.27,23,4815.372519,questions.html
19.66,34,4818.480861,questions.html
18.86,14,4820.144515,questions.html
19.86,14,4821.775046,questions.html
-2.06,6,4823.131833,questions.html--partial
20.41,9,4824.731315,questions.html
21.83,17,4826.947046,questions.html
21.44,6,4828.490733,questions.html
21.32,18,4830.418169,questions.html
21.82,18,4832.72074,questions.html
17.81,19,4835.200429,questions.html
19.36,14,4837.144337,questions.html
-0.55,5,4838.861043,questions.html--partial
20.29,21,4841.754329,questions.html
22.32,18,4844.461594,questions.html
22.39,11,4846.957057,questions.html
21.72,28,4849.735865,questions.html
-2.03,3,4850.978956,questions.html--partial
19.93,7,4852.443921,questions.html
20.9,10,4854.065542,questions.html
20.39,11,4855.899319,questions.html
20.79,21,4858.413564,questions.html
19.37,13,4860.283252,questions.html
20.36,14,4862.342339,questions.html
20.66,34,4865.520022,questions.html
21.79,21,4868.110621,questions.html
21.32,18,4870.127835,questions.html
21.4,10,4872.0936,questions.html
22.33,17,4874.602268,questions.html
22.31,19,4877.390796,questions.html
21.36,14,4879.85912,questions.html
21.85,15,4882.229766,questions.html
20.95,5,4883.594123,questions.html
20.89,11,4885.291439,questions.html
19.91,9,4886.846386,questions.html
21.42,8,4888.582777,questions.html
21.88,12,4890.867485,questions.html
21.38,12,4892.868049,questions.html
21.42,8,4894.613373,questions.html
21.8,20,4897.089651,questions.html
21.86,14,4899.533021,questions.html
21.31,19,4901.651128,questions.html
19.26,24,4904.099596,questions.html
22.31,19,4906.935798,questions.html
22.34,16,4909.548734,questions.html
21.36,14,4912.235979,questions.html
21.87,13,4914.592617,questions.html
20.91,9,4916.178247,questions.html
-1.06,6,4917.559466,questions.html--partial
20.94,6,4918.95346,questions.html
21.3,20,4920.934565,questions.html
21.83,17,4923.244917,questions.html
21.3,20,4925.308581,questions.html
21.37,13,4927.069971,questions.html
21.87,13,4929.131964,questions.html
-2.1,10,4931.245245,questions.html--partial
20.39,11,4933.042168,questions.html
20.38,12,4935.051769,questions.html
22.34,16,4937.589715,questions.html
22.35,15,4940.390954,questions.html
21.31,19,4943.160396,questions.html
21.93,7,4945.410549,questions.html
-1.07,7,4946.909805,questions.html--partial
-1.05,5,4948.241884,questions.html--partial
-1.06,6,4949.584007,questions.html--partial
21.35,15,4951.414363,questions.html
21.88,12,4953.51707,questions.html
21.42,8,4955.133288,questions.html
-0.56,6,4956.694213,questions.html--partial
21.77,23,4959.040366,questions.html
21.91,9,4961.056283,questions.html
21.35,15,4962.957867,questions.html
21.42,8,4964.807961,questions.html
22.33,17,4967.703884,questions.html
22.37,13,4970.160795,questions.html
22.32,18,4972.893095,questions.html
20.91,9,4975.362438,questions.html
20.92,8,4976.851778,questions.html
-2.03,3,4978.097227,questions.html--partial
-2.03,3,4979.244217,questions.html--partial
21.37,13,4981.105893,questions.html
21.78,22,4983.547701,questions.html
21.38,12,4985.486849,questions.html
21.38,12,4987.242278,questions.html
21.93,7,4989.177313,questions.html
21.76,24,4991.896876,questions.html
21.41,9,4993.624034,questions.html
21.42,8,4995.585038,questions.html
22.35,15,4998.43957,questions.html
22.36,14,5001.128585,questions.html
22.35,15,5003.689201,questions.html
20.86,14,5006.185171,questions.html
20.94,6,5007.651372,questions.html
19.83,17,5009.42788,questions.html
-1.04,4,5010.687734,questions.html--partial
21.39,11,5012.587935,questions.html
21.81,19,5015.093408,questions.html
21.42,8,5016.750535,questions.html
21.37,13,5018.698524,questions.html
21.61,39,5021.705621,questions.html
21.76,24,5024.374333,questions.html
21.34,16,5026.3343,questions.html
21.44,6,5028.144437,questions.html
21.28,22,5030.994192,questions.html
22.29,21,5033.818816,questions.html
22.32,18,5036.462158,questions.html
21.9,10,5038.741071,questions.html
20.94,6,5040.270037,questions.html
20.89,11,5041.863429,questions.html
19.82,18,5043.696342,questions.html
21.31,19,5045.784883,questions.html
21.89,11,5047.873261,questions.html
-0.57,7,5049.581069,questions.html--partial
-0.57,7,5051.177359,questions.html--partial
21.77,23,5053.790757,questions.html
19.79,21,5056.148195,questions.html
20.29,21,5058.166131,questions.html
21.42,8,5059.978285,questions.html
22.28,22,5062.93893,questions.html
22.25,25,5065.935801,questions.html
21.25,25,5068.964511,questions.html
-0.06,6,5071.03322,questions.html--partial
20.89,11,5072.628176,questions.html
20.91,9,5074.090973,questions.html
19.93,7,5075.501518,questions.html
19.26,24,5077.655701,questions.html
20.65,35,5080.486827,questions.html
21.4,10,5082.286054,questions.html
21.25,25,5084.724286,questions.html
21.64,36,5087.74702,questions.html
20.81,19,5090.202338,questions.html
21.22,28,5092.647715,questions.html
21.4,10,5094.545698,questions.html
22.38,12,5096.962349,questions.html
0.41,9,5099.209196,questions.html--partial
-0.6,10,5101.663624,questions.html--partial
19.77,23,5104.414608,questions.html
20.86,14,5106.18665,questions.html
20.95,5,5107.568957,questions.html
20.94,6,5109.153464,questions.html
21.34,16,5111.053787,questions.html
21.78,22,5113.586815,questions.html
20.34,16,5115.603988,questions.html
-0.56,6,5117.064154,questions.html--partial
21.8,20,5119.531904,questions.html
21.79,21,5122.101654,questions.html
20.38,12,5123.91719,questions.html
21.3,20,5126.229674,questions.html
22.12,38,5129.445648,questions.html
22.2,30,5132.481371,questions.html
20.11,39,5135.74763,questions.html
21.79,21,5138.372794,questions.html
20.89,11,5139.926492,questions.html
20.87,13,5141.559573,questions.html
20.92,8,5142.996717,questions.html
21.22,28,5145.316869,questions.html
21.85,15,5147.622145,questions.html
20.31,19,5149.787704,questions.html
-1.61,11,5151.423744,questions.html--partial
