time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/entropy_loss,train/learning_rate,train/loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,eval/mean_ep_length,eval/mean_reward
87,178,178176,1000,1306.91,738.1004638671875,271.79799124002454,-1.3737515885382892,0.00025,50.41952896118164,0.691739,-0.0069044872667291205,0.2,0.032568359375,860,0.012260599,,
88,179,180224,1003,1297.65,728.4993896484375,176.3863266915083,-1.352004861459136,0.00025,50.462677001953125,-1.3805926,-0.003765325984568335,0.2,0.03115234375,870,0.008529311,,
89,181,182272,1005,1318.27,725.7263793945312,594.359178686142,-1.3605534508824348,0.00025,146.6649627685547,0.81433976,-0.002691491197037976,0.2,4.8828125e-05,880,0.0022831908,,
90,182,184320,1007,1286.16,731.585205078125,237.28810740709304,-1.3676037222146988,0.00025,57.142425537109375,0.44088525,-0.002181469387141988,0.2,0.001025390625,890,0.003720382,,
91,184,186368,1009,1286.16,731.585205078125,757.2794567108155,-1.3482407540082932,0.00025,188.95669555664062,0.6502663,-0.0018420928543491754,0.2,9.765625e-05,900,0.0024718125,,
92,186,188416,1012,1284.99,728.126953125,142.31513680815698,-1.3501757103949785,0.00025,33.71257781982422,0.5530244,-0.0021552302554482595,0.2,0.000244140625,910,0.0041525885,,
93,187,190464,1014,1284.99,733.8504638671875,260.09676294326783,-1.3609695475548507,0.00025,81.17227935791016,0.8509208,-0.005012465236359276,0.2,0.023486328125,920,0.00395429,,
94,189,192512,1016,1284.99,733.8504638671875,40.96521097123623,-1.3708433158695699,0.00025,8.492690086364746,0.888621,-0.005255888489045901,0.2,0.03134765625,930,0.00872579,,
95,191,194560,1017,1313.27,735.7957763671875,24.308256120979784,-1.346365936845541,0.00025,4.481029987335205,-1.6207166,-0.011950710677047028,0.2,0.106396484375,940,0.008910944,,
96,192,196608,1019,1323.39,758.0242919921875,243.67589823007583,-1.3623876255005598,0.00025,42.101566314697266,0.78781116,-0.0011851734634547029,0.2,0.0,950,0.001148894,,
97,194,198656,1021,1351.23,764.899658203125,315.389306306839,-1.3635243043303489,0.00025,69.66349792480469,0.40020233,-0.0018975955834321212,0.2,0.004052734375,960,0.0047341343,,
,,200000,,,,149.48211708068848,-1.3644086536020041,0.00025,30.618183135986328,0.061644793,-0.0019321550986205692,0.2,0.0005859375,970,0.0023787848,2180.1,152.22853088378906
98,201,200704,998,1351.23,764.899658203125,,,,,,,,,,,,
99,202,202752,1000,1380.05,773.1105346679688,269.4103053331375,-1.3483759500086308,0.00025,87.03247833251953,0.65913904,-0.013636385279824026,0.2,0.119873046875,980,0.009887369,,
100,204,204800,1001,1396.56,787.2432861328125,212.31599122285843,-1.3597042854875325,0.00025,63.93698501586914,0.7568965,-0.007196071262296755,0.2,0.047314453125,990,0.008431093,,
101,206,206848,1003,1425.24,795.5181884765625,212.63488793373108,-1.355804266780615,0.00025,47.30814743041992,0.84976023,-0.004513991928979522,0.2,0.027197265625,1000,0.0075586494,,
102,207,208896,1005,1425.24,795.5181884765625,222.08620973825455,-1.3660160332918168,0.00025,48.04103088378906,0.5939145,-0.004061764891230268,0.2,0.004150390625,1010,0.006290909,,
103,209,210944,1007,1464.36,805.624755859375,32.15326609313488,-1.3585907183587551,0.00025,7.4305243492126465,0.4483472,-0.017146723814948927,0.2,0.16240234375,1020,0.008308346,,
104,211,212992,1009,1473.83,814.4057006835938,273.9533921599388,-1.363194514811039,0.00025,90.30792236328125,0.6491835,-0.0011757295971619897,0.2,0.0,1030,0.0019500972,,
105,212,215040,1010,1487.37,817.26416015625,318.9237362384796,-1.3573044348508119,0.00025,96.6180191040039,0.7612344,-0.00084733175317524,0.2,0.0,1040,0.0011087838,,
106,214,217088,1012,1513.0,830.49169921875,496.59706606864927,-1.3482136320322753,0.00025,107.23489379882812,0.27721477,-0.004534598941972945,0.2,0.019873046875,1050,0.005474055,,
107,216,219136,1014,1516.07,831.385986328125,109.34256808757782,-1.363773012533784,0.00025,12.4022216796875,0.8232676,-0.00518384419629001,0.2,0.035986328125,1060,0.0063940194,,
108,217,221184,1015,1544.33,831.433837890625,91.92558825016022,-1.3574491627514362,0.00025,14.868112564086914,0.637506,-0.01171954253950389,0.2,0.122265625,1070,0.014133732,,
109,219,223232,1017,1558.78,860.55078125,165.18746864795685,-1.3611115634441375,0.00025,36.374080657958984,0.5229703,-0.005416336706548464,0.2,0.04453125,1080,0.012600478,,
,,225000,,,,296.1708347082138,-1.3610445223748684,0.00025,48.0988883972168,0.5973095,-0.003396506492572371,0.2,0.00908203125,1090,0.005367432,2465.0,37.8912239074707
110,226,225280,993,1558.78,860.55078125,,,,,,,,,,,,
111,228,227328,994,1590.72,864.942626953125,15.552237052470446,-1.363348875939846,0.00025,3.0521156787872314,-4.688854,-0.0030749480123631657,0.2,0.016455078125,1100,0.006556575,,
112,230,229376,996,1613.93,870.9595947265625,262.97641644477847,-1.3647295746952295,0.00025,96.749267578125,0.7595414,-0.0021841678375494667,0.2,0.0,1110,0.0024139695,,
113,231,231424,998,1613.93,870.9595947265625,14.383679237961768,-1.3707110498100519,0.00025,3.3329901695251465,-0.41665888,-0.009272182974382304,0.2,0.05693359375,1120,0.012869666,,
114,233,233472,999,1620.83,867.1033325195312,11.49402181059122,-1.35038337148726,0.00025,1.8776335716247559,-1.1184134,-0.008204662376374471,0.2,0.086328125,1130,0.011718795,,
115,235,235520,1000,1595.47,839.685791015625,224.82393676042557,-1.3634823750704528,0.00025,62.81217575073242,0.6437799,-0.0003832287111436017,0.2,0.0,1140,0.0003690569,,
116,236,237568,1002,1559.9,859.2642211914062,520.0632513523102,-1.3540189694613218,0.00025,124.68903350830078,0.6380282,-0.0013859685510396957,0.2,0.0,1150,0.0011590393,,
117,238,239616,1003,1537.14,864.5778198242188,400.75709149837496,-1.3567779220640659,0.00025,107.12956237792969,0.35358393,-0.0017213383041962515,0.2,0.0,1160,0.0018246993,,
118,240,241664,1003,1551.87,866.8638916015625,300.66050651073454,-1.3629999533295631,0.00025,66.20797729492188,0.6881814,-0.002014376936131157,0.2,0.0021484375,1170,0.005581224,,
119,242,243712,1003,1551.87,866.8638916015625,175.2432619214058,-1.3580468125641345,0.00025,30.313247680664062,0.78662324,-0.004645722246641526,0.2,0.00048828125,1180,0.005791746,,
120,244,245760,1003,1562.24,852.8566284179688,27.620992627739906,-1.3725390870124101,0.00025,10.120235443115234,-1.2747483,-0.003520617031608708,0.2,0.057275390625,1190,0.011291857,,
121,246,247808,1004,1581.56,867.7723388671875,486.90132501125333,-1.3455007117241622,0.00025,143.59124755859375,0.5771476,-0.002217990669305436,0.2,0.0001953125,1200,0.002282139,,
122,248,249856,1004,1589.52,881.6743774414062,248.96284699440002,-1.3520636435598135,0.00025,69.2878189086914,0.7306764,-0.0033257948205573486,0.2,0.0,1210,0.0043759756,,
,,250000,,,,349.7600331783295,-1.3393012695014477,0.00025,88.61170959472656,0.7730706,-0.0012748631022986956,0.2,0.0,1220,0.00045748742,2725.2,290.49761962890625
123,256,251904,980,1589.52,881.6743774414062,,,,,,,,,,,,
124,258,253952,981,1594.85,859.57275390625,150.96525591015816,-1.340780784189701,0.00025,26.416824340820312,0.6916982,-0.0022144061149447225,0.2,0.032421875,1230,0.003861489,,
125,260,256000,981,1583.0,864.658935546875,87.4700806170702,-1.360771718621254,0.00025,14.80213451385498,0.562546,-0.0016375230836274568,0.2,0.001513671875,1240,0.003658717,,
126,262,258048,982,1606.89,870.8712768554688,388.0246745586395,-1.3427106238901616,0.00025,96.8354721069336,0.8000254,-0.000720634612662252,0.2,0.0,1250,0.0008606454,,
127,264,260096,983,1587.37,828.31982421875,228.91244517564775,-1.3479117192327976,0.00025,74.880615234375,0.7312435,-0.004169612279656576,0.2,0.031005859375,1260,0.0076997885,,
128,266,262144,983,1587.37,828.31982421875,309.4143585085869,-1.368770967423916,0.00025,57.82080078125,0.5906902,-0.004634889194130664,0.2,0.013330078125,1270,0.005309197,,
129,268,264192,984,1607.33,814.3760375976562,136.93596531152724,-1.363767384365201,0.00025,50.09923553466797,0.68719876,-0.01571129195654066,0.2,0.155712890625,1280,0.010129382,,
130,270,266240,984,1631.84,810.9503784179688,243.5945770740509,-1.36982378102839,0.00025,46.40373229980469,0.69668293,-0.0017178519898152444,0.2,0.0,1290,0.0013916448,,
131,272,268288,985,1607.99,813.186279296875,63.517214354872706,-1.3604234799742698,0.00025,7.739821434020996,0.94744086,-0.011264708130329381,0.2,0.1814453125,1300,0.014072967,,
132,274,270336,985,1622.82,811.1001586914062,136.08596667647362,-1.3620399553328753,0.00025,15.231322288513184,0.5092008,-0.0029702046886086464,0.2,0.01240234375,1310,0.0049357046,,
133,276,272384,986,1620.02,814.4536743164062,92.7862309485674,-1.3535414848476648,0.00025,15.949594497680664,0.57724905,-0.003276309490320273,0.2,0.00029296875,1320,0.0025466734,,
134,278,274432,986,1643.17,805.2589111328125,90.73804675638675,-1.3607339527457953,0.00025,28.671939849853516,0.6639861,-0.005325959609035635,0.2,0.026904296875,1330,0.005005305,,
,,275000,,,,46.586787533760074,-1.3608028970658779,0.00025,7.496191501617432,0.7099613,-0.0028493992205767425,0.2,0.024951171875,1340,0.0048668133,2304.5,350.2552490234375
135,285,276480,970,1643.17,805.2589111328125,,,,,,,,,,,,
136,287,278528,970,1661.23,805.71337890625,49.52058722376823,-1.3288491800427438,0.00025,15.287849426269531,-0.1650089,-0.01428553072764771,0.2,0.218359375,1350,0.013549017,,
137,288,280576,971,1661.23,800.3987426757812,44.969591522216795,-1.3336082372814417,0.00025,13.272753715515137,0.7590883,-0.021410072295111604,0.2,0.197265625,1360,0.0175144,,
138,290,282624,971,1663.11,812.1021728515625,63.90079960823059,-1.322760194912553,0.00025,9.655683517456055,0.42128742,-0.010750668549735564,0.2,0.095654296875,1370,0.011784319,,
139,292,284672,972,1663.11,812.1021728515625,324.62355678081514,-1.3061170443892478,0.00025,103.38438415527344,0.58554924,-0.0024099585905787537,0.2,0.010498046875,1380,0.0059246235,,
140,294,286720,972,1689.8,811.8858032226562,12.525258626788855,-1.371851686015725,0.00025,3.2366766929626465,-2.0092554,-0.005615043255966156,0.2,0.058447265625,1390,0.010054942,,
141,296,288768,973,1701.75,814.804443359375,138.16156574487687,-1.315790990740061,0.00025,58.21611022949219,0.68785256,-0.0012818386112485314,0.2,0.000390625,1400,0.0033344724,,
142,298,290816,975,1699.5,822.5618896484375,139.91226058602334,-1.3251750826835633,0.00025,35.10887145996094,0.2699443,-0.0016796174662886188,0.2,0.0,1410,0.0033839068,,
143,299,292864,976,1699.5,822.5618896484375,153.23125792741774,-1.324763283506036,0.00025,62.07839584350586,0.66122335,-0.004466345773835201,0.2,0.014599609375,1420,0.0039825,,
144,301,294912,978,1723.09,816.103515625,75.80983190536499,-1.3567024648189545,0.00025,15.158403396606445,0.15648085,-0.008438778069103137,0.2,0.082080078125,1430,0.01266166,,
145,303,296960,979,1720.02,790.6455688476562,28.812316372990608,-1.3548173900693654,0.00025,7.600976943969727,0.49626136,-0.013989086635410786,0.2,0.140478515625,1440,0.010314256,,
146,304,299008,980,1719.7,805.4227294921875,114.02322709560394,-1.363353655487299,0.00025,19.617332458496094,0.6517614,-0.0011772887908591656,0.2,0.0,1450,0.0010468338,,
