#{"t_start": 1761259717.0528424, "env_id": "None"}
r,l,t,page
29.86,14,97.55982,----------review.html
27.77,23,98.727254,----------review.html
33.9,10,99.569768,----------review.html
34.9,10,100.271722,----------review.html
30.85,15,101.117284,----------review.html
16.71,29,102.4792,----------review.html
29.81,19,103.480411,----------review.html
32.83,17,104.377889,----------review.html
32.88,12,105.102282,----------review.html
26.78,22,106.129353,----------review.html
26.81,19,107.069088,----------review.html
29.86,14,107.869639,----------review.html
23.82,18,108.715853,----------review.html
22.72,28,110.00509,----------review.html
29.81,19,110.981611,----------review.html
28.82,18,111.893644,----------review.html
32.86,14,112.845163,----------review.html
33.89,11,113.531367,----------review.html
26.76,24,114.648701,----------review.html
28.79,21,115.734039,----------review.html
20.66,34,117.25473,----------review.html
33.89,11,117.928936,----------review.html
31.88,12,118.650623,----------review.html
22.68,32,120.078738,----------review.html
28.82,18,120.976519,----------review.html
28.79,21,122.001588,----------review.html
20.68,32,123.425798,----------review.html
33.91,9,124.055429,----------review.html
27.79,21,125.04825,----------review.html
28.85,15,125.966328,----------review.html
29.84,16,126.803059,----------review.html
22.77,23,127.879511,----------review.html
-17.41,41,129.56196,questions.html
34.87,13,130.314934,----------review.html
27.78,22,131.399834,----------review.html
32.86,14,132.243564,----------review.html
30.76,24,133.46329,----------review.html
29.81,19,134.515625,----------review.html
27.8,20,135.503061,----------review.html
31.83,17,136.440335,----------review.html
19.68,32,137.841558,----------review.html
32.81,19,138.969406,----------review.html
30.84,16,139.832677,----------review.html
21.64,36,141.369301,----------review.html
27.8,20,142.350543,----------review.html
33.9,10,142.984163,----------review.html
30.85,15,143.792009,----------review.html
20.61,39,145.440585,----------review.html
24.6,40,147.194269,----------review.html
33.9,10,147.876729,----------review.html
28.68,32,149.350589,----------review.html
25.73,27,150.784837,----------review.html
27.77,23,151.858465,----------review.html
28.84,16,152.704918,----------review.html
33.86,14,153.494929,----------review.html
34.91,9,154.103145,----------review.html
27.79,21,155.139937,----------review.html
28.76,24,156.296177,----------review.html
33.86,14,157.100589,----------review.html
28.76,24,158.279482,----------review.html
28.8,20,159.345032,----------review.html
-13.41,41,161.051332,questions.html
27.7,30,162.399609,----------review.html
25.77,23,163.695024,----------review.html
29.84,16,164.662774,----------review.html
30.85,15,165.533379,----------review.html
31.81,19,166.52545,----------review.html
34.91,9,167.129955,----------review.html
32.88,12,167.862207,----------review.html
26.79,21,168.907801,----------review.html
18.6,40,170.648908,----------review.html
32.8,20,171.690457,----------review.html
29.8,20,172.690288,----------review.html
-10.41,41,174.457458,questions.html
32.85,15,175.287001,----------review.html
28.84,16,176.123305,----------review.html
32.86,14,177.044346,----------review.html
31.88,12,177.759442,----------review.html
32.86,14,178.570051,----------review.html
32.84,16,179.476852,----------review.html
31.85,15,180.434234,----------review.html
28.81,19,181.442076,----------review.html
29.82,18,182.372263,----------review.html
27.82,18,183.290519,----------review.html
30.84,16,184.105683,----------review.html
28.78,22,185.209672,----------review.html
29.82,18,186.176608,----------review.html
33.85,15,187.076751,----------review.html
32.82,18,188.062927,----------review.html
-22.41,41,189.665075,questions.html
31.86,14,190.574386,----------review.html
33.87,13,191.354173,----------review.html
26.65,35,192.920223,----------review.html
34.9,10,193.566625,----------review.html
31.86,14,194.346333,----------review.html
-10.41,41,196.181319,questions.html
24.69,31,197.682301,----------review.html
27.8,20,198.690318,----------review.html
28.79,21,199.717941,----------review.html
25.69,31,201.110581,----------review.html
22.68,32,202.576421,----------review.html
26.81,19,203.680225,----------review.html
-11.41,41,205.424076,questions.html
33.91,9,205.991122,----------review.html
35.89,11,206.726993,----------review.html
21.7,30,208.030936,----------review.html
29.82,18,208.993088,----------review.html
22.71,29,210.252108,----------review.html
26.81,19,211.230371,----------review.html
20.66,34,212.898353,----------review.html
31.89,11,213.605788,----------review.html
28.82,18,214.644733,----------review.html
32.85,15,215.54032,----------review.html
17.61,39,217.511991,----------review.html
29.79,21,218.72513,----------review.html
-9.41,41,220.83907,questions.html
32.89,11,221.576963,----------review.html
32.89,11,222.422394,----------review.html
35.9,10,223.230086,----------review.html
15.67,33,224.923919,----------review.html
26.76,24,226.394255,----------review.html
16.69,31,228.191948,----------review.html
32.84,16,229.267943,----------review.html
20.66,34,231.112053,----------review.html
-17.41,41,233.115875,questions.html
22.73,27,234.62292,----------review.html
27.82,18,235.751328,----------review.html
20.72,28,237.150222,----------review.html
29.76,24,238.627131,----------review.html
23.73,27,240.023264,----------review.html
33.88,12,240.930491,----------review.html
33.86,14,241.932354,----------review.html
26.81,19,243.041025,----------review.html
28.83,17,244.460974,----------review.html
29.83,17,245.597913,----------review.html
34.91,9,246.6172,----------review.html
-12.41,41,248.792241,questions.html
27.76,24,250.137714,----------review.html
24.68,32,252.211144,----------review.html
22.72,28,253.841598,----------review.html
25.63,37,256.084254,----------review.html
30.88,12,257.222006,----------review.html
23.78,22,258.623099,----------review.html
29.8,20,259.932665,----------review.html
28.84,16,261.014236,----------review.html
31.87,13,261.962118,----------review.html
28.81,19,263.455787,----------review.html
29.84,16,264.437077,----------review.html
33.9,10,265.152565,----------review.html
29.8,20,266.27983,----------review.html
27.81,19,267.311486,----------review.html
26.7,30,268.856744,----------review.html
17.62,38,270.680261,----------review.html
34.93,7,271.346146,----------review.html
19.63,37,273.174438,----------review.html
28.83,17,274.152627,----------review.html
22.68,32,275.850053,----------review.html
31.89,11,277.083641,----------review.html
29.85,15,278.581208,----------review.html
10.6,40,281.232534,----------review.html
34.93,7,282.130579,----------review.html
35.93,7,283.195296,----------review.html
28.84,16,284.593575,----------review.html
22.73,27,286.881727,----------review.html
22.79,21,288.184279,----------review.html
29.84,16,289.121192,----------review.html
27.83,17,290.105476,----------review.html
33.91,9,290.787246,----------review.html
26.81,19,291.95346,----------review.html
25.82,18,293.015874,----------review.html
13.59,41,294.908985,----------review.html
18.75,25,296.344219,----------review.html
15.67,33,297.855131,----------review.html
31.83,17,298.79887,----------review.html
21.75,25,299.941537,----------review.html
25.77,23,301.039792,----------review.html
27.79,21,302.055341,----------review.html
27.83,17,302.969935,----------review.html
10.63,37,304.526799,----------review.html
23.72,28,305.854748,----------review.html
28.82,18,306.826735,----------review.html
31.83,17,307.839956,----------review.html
30.86,14,308.8317,----------review.html
20.74,26,310.027099,----------review.html
26.81,19,310.993999,----------review.html
34.91,9,311.604443,----------review.html
29.86,14,312.411658,----------review.html
21.73,27,313.725553,----------review.html
31.89,11,314.453078,----------review.html
27.85,15,315.271186,----------review.html
28.78,22,316.371011,----------review.html
20.7,30,317.760028,----------review.html
24.78,22,318.851685,----------review.html
30.86,14,319.668026,----------review.html
28.79,21,320.701523,----------review.html
16.59,41,322.56854,----------review.html
32.89,11,323.347289,----------review.html
26.85,15,324.180066,----------review.html
32.88,12,324.926759,----------review.html
26.8,20,325.939325,----------review.html
32.9,10,326.591713,----------review.html
18.6,40,328.352297,----------review.html
28.87,13,329.122494,----------review.html
20.65,35,330.697082,----------review.html
26.82,18,331.597626,----------review.html
28.84,16,332.439438,----------review.html
23.76,24,333.57886,----------review.html
14.62,38,335.328109,----------review.html
23.81,19,336.266317,----------review.html
27.85,15,337.059422,----------review.html
30.83,17,337.971507,----------review.html
28.86,14,338.77404,----------review.html
18.74,26,340.06835,----------review.html
30.88,12,340.850977,----------review.html
22.78,22,341.853256,----------review.html
14.7,30,343.137087,----------review.html
16.71,29,344.486245,----------review.html
28.78,22,345.601945,----------review.html
24.79,21,346.709228,----------review.html
18.67,33,348.313932,----------review.html
33.9,10,349.005839,----------review.html
-27.41,41,350.748935,questions.html
32.88,12,351.509733,----------review.html
17.7,30,352.947196,----------review.html
29.85,15,353.801751,----------review.html
29.84,16,354.671012,----------review.html
30.88,12,355.461426,----------review.html
19.68,32,356.944766,----------review.html
18.65,35,358.598514,----------review.html
26.81,19,359.703541,----------review.html
23.71,29,361.162803,----------review.html
29.86,14,361.963575,----------review.html
24.81,19,362.923877,----------review.html
31.89,11,363.610931,----------review.html
31.89,11,364.368019,----------review.html
28.82,18,365.371613,----------review.html
20.75,25,366.523809,----------review.html
24.79,21,367.533996,----------review.html
24.76,24,368.672752,----------review.html
28.81,19,369.680331,----------review.html
-18.41,41,371.403804,questions.html
30.85,15,372.311633,----------review.html
18.64,36,374.03132,----------review.html
33.87,13,374.801768,----------review.html
19.74,26,376.053933,----------review.html
25.78,22,377.154612,----------review.html
20.74,26,378.387234,----------review.html
30.85,15,379.223272,----------review.html
19.59,41,381.117761,----------review.html
30.86,14,381.949113,----------review.html
30.84,16,382.800164,----------review.html
23.76,24,383.933917,----------review.html
32.84,16,384.834557,----------review.html
28.84,16,385.71252,----------review.html
26.84,16,386.702232,----------review.html
31.89,11,387.427003,----------review.html
24.8,20,388.50964,----------review.html
16.69,31,389.864982,----------review.html
26.79,21,390.97143,----------review.html
28.8,20,392.040007,----------review.html
25.82,18,392.973902,----------review.html
24.81,19,393.933799,----------review.html
29.85,15,394.757085,----------review.html
32.89,11,395.452108,----------review.html
32.9,10,396.125435,----------review.html
25.81,19,397.107453,----------review.html
27.79,21,398.151044,----------review.html
18.72,28,399.419767,----------review.html
22.69,31,401.098723,----------review.html
16.7,30,402.430354,----------review.html
17.64,36,404.127181,----------review.html
34.91,9,404.811419,----------review.html
24.8,20,405.816924,----------review.html
32.89,11,406.534404,----------review.html
20.65,35,408.111915,----------review.html
31.85,15,408.927808,----------review.html
20.61,39,410.604657,----------review.html
27.74,26,411.941844,----------review.html
14.62,38,413.902462,----------review.html
20.72,28,415.140269,----------review.html
-14.41,41,416.897263,questions.html
-16.41,41,418.633415,questions.html
33.88,12,419.39959,----------review.html
31.84,16,420.390867,----------review.html
30.84,16,421.302724,----------review.html
24.67,33,422.885601,----------review.html
33.86,14,423.702659,----------review.html
32.84,16,424.616229,----------review.html
32.8,20,425.844767,----------review.html
30.88,12,426.593142,----------review.html
29.82,18,427.555404,----------review.html
28.78,22,428.642604,----------review.html
28.78,22,429.740981,----------review.html
31.82,18,430.71065,----------review.html
33.88,12,431.449033,----------review.html
-16.41,41,433.214145,questions.html
27.77,23,434.332001,----------review.html
30.85,15,435.184171,----------review.html
29.84,16,436.101857,----------review.html
34.93,7,436.686008,----------review.html
32.87,13,437.498342,----------review.html
23.7,30,439.052162,----------review.html
27.75,25,440.214124,----------review.html
14.68,32,441.552922,----------review.html
30.86,14,442.337857,----------review.html
34.91,9,442.986676,----------review.html
31.86,14,443.782516,----------review.html
29.81,19,444.745974,----------review.html
26.79,21,445.78375,----------review.html
26.84,16,446.582234,----------review.html
21.72,28,447.879036,----------review.html
28.84,16,448.705612,----------review.html
30.86,14,449.492403,----------review.html
30.84,16,450.331541,----------review.html
23.79,21,451.366948,----------review.html
33.86,14,452.375692,----------review.html
21.62,38,454.099611,----------review.html
25.77,23,455.166744,----------review.html
33.88,12,455.870585,----------review.html
30.79,21,456.929656,----------review.html
27.81,19,457.884257,----------review.html
31.86,14,458.700888,----------review.html
34.89,11,459.458005,----------review.html
22.72,28,460.687044,----------review.html
22.67,33,462.114881,----------review.html
21.63,37,463.718907,----------review.html
25.72,28,465.120663,----------review.html
21.67,33,466.53938,----------review.html
29.83,17,467.467987,----------review.html
26.8,20,468.529695,----------review.html
34.87,13,469.32495,----------review.html
26.81,19,470.259446,----------review.html
26.76,24,471.380156,----------review.html
31.81,19,472.363754,----------review.html
34.9,10,473.004444,----------review.html
30.88,12,473.728742,----------review.html
31.82,18,474.682977,----------review.html
30.82,18,475.67417,----------review.html
22.66,34,477.17966,----------review.html
34.91,9,477.924579,----------review.html
29.8,20,478.951655,----------review.html
31.85,15,479.800763,----------review.html
33.88,12,480.520267,----------review.html
29.81,19,481.466136,----------review.html
22.6,40,483.212574,----------review.html
26.73,27,484.599539,----------review.html
16.62,38,486.228368,----------review.html
23.75,25,487.372283,----------review.html
23.73,27,488.598763,----------review.html
27.78,22,489.71816,----------review.html
28.78,22,490.953928,----------review.html
-12.41,41,492.70009,questions.html
31.8,20,493.726674,----------review.html
31.79,21,494.828265,----------review.html
31.86,14,495.617584,----------review.html
30.79,21,496.728975,----------review.html
22.68,32,498.195646,----------review.html
23.78,22,499.246247,----------review.html
25.73,27,500.645391,----------review.html
29.76,24,501.794163,----------review.html
26.78,22,503.000518,----------review.html
25.79,21,504.037658,----------review.html
32.88,12,504.800967,----------review.html
24.71,29,506.133293,----------review.html
-14.41,41,507.813485,questions.html
28.84,16,508.711456,----------review.html
31.82,18,509.681169,----------review.html
27.8,20,510.711514,----------review.html
27.74,26,511.957851,----------review.html
33.89,11,512.659349,----------review.html
27.82,18,513.607233,----------review.html
32.86,14,514.394254,----------review.html
28.76,24,515.792644,----------review.html
17.74,26,517.017642,----------review.html
32.91,9,517.617587,----------review.html
26.81,19,518.595658,----------review.html
28.82,18,519.527796,----------review.html
-18.41,41,521.269221,questions.html
-13.41,41,523.052521,questions.html
21.71,29,524.383475,----------review.html
31.89,11,525.06209,----------review.html
-17.41,41,526.818557,questions.html
28.79,21,527.993625,----------review.html
25.71,29,529.279117,----------review.html
27.78,22,530.330084,----------review.html
24.77,23,531.463952,----------review.html
29.84,16,532.360157,----------review.html
30.84,16,533.239651,----------review.html
27.84,16,534.086685,----------review.html
32.85,15,534.936316,----------review.html
31.81,19,535.962692,----------review.html
30.82,18,536.929768,----------review.html
29.81,19,537.910622,----------review.html
25.76,24,539.00246,----------review.html
32.85,15,539.838591,----------review.html
30.84,16,540.682233,----------review.html
